id,name__fa,name__en,name__ja,name__es,name__fr,name__nl,name__hu,name,wikipedia__en,wikipedia__enwikiquote,wikipedia__fa,wikipedia__fawikiquote,wikipedia__ja,image,gender,birth_date,identifier__freebase,given_name,original_wikiname,name__zh,name__eu,name__pl,name__ms,name__ceb,name__et,name__el,name__sv,name__ar,name__pt,name__eo,name__ru,name__sr,name__tr,name__mk,name__fi,name__uk,name__be_tarask,name__io,name__mzn,name__hr,name__az,name__tl,name__da,name__ko,name__he,name__be,name__yo,name__it,name__ps,name__id,name__de,name__ml,name__vi,name__hi,name__sk,name__ca,name__la,name__fo,name__cs,name__mr,name__ur,name__ka,name__lt,name__nb,name__oc,name__sh,name__bar,name__ckb,name__tt,name__ha,name__bn,name__lv,name__hy,name__bs,name__tg,name__uz,name__arz,name__ce,name__sco,name__en_ca,name__en_gb,name__pt_br,name__sd,wikipedia__ar,wikipedia__arz,wikipedia__az,wikipedia__azwikiquote,wikipedia__bar,wikipedia__be_x_old,wikipedia__be,wikipedia__bn,wikipedia__bs,wikipedia__ca,wikipedia__ceb,wikipedia__ce,wikipedia__ckb,wikipedia__cs,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__enwikisource,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fi,wikipedia__fo,wikipedia__fr,wikipedia__frwikiquote,wikipedia__ha,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__mk,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__mzn,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pl,wikipedia__plwikiquote,wikipedia__ps,wikipedia__pt,wikipedia__ru,wikipedia__sco,wikipedia__sd,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__sv,wikipedia__tg,wikipedia__tl,wikipedia__tr,wikipedia__tt,wikipedia__uk,wikipedia__ur,wikipedia__uz,wikipedia__vi,wikipedia__yo,wikipedia__zh,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__NKC,website,identifier__NTA,identifier__NUKAT,identifier__FAST,name__nan,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ro,name__nn,name__pa,name__rm,wikipedia__commons,wikipedia__nn,wikipedia__pa,wikipedia__ro,wikipedia__zh_min_nan,death_date,identifier__OLID,identifier__GNC,name__ug,name__gl,name__is,name__mn,name__bg,name__af,name__tk,wikipedia__af,wikipedia__arwikiquote,wikipedia__bg,wikipedia__gl,wikipedia__is,wikipedia__kowikiquote,wikipedia__mn,wikipedia__ptwikiquote,wikipedia__tk,wikipedia__ug,identifier__NNDB,name__cy,name__os,name__be_x_old,wikipedia__os,name__bcl,name__scn,name__ta,name__br,name__cv,name__fy,name__pam,name__lb,name__ga,name__gsw,name__sq,name__kk,name__azb,wikipedia__als,wikipedia__azb,wikipedia__bcl,wikipedia__br,wikipedia__cv,wikipedia__cy,wikipedia__fawikisource,wikipedia__fy,wikipedia__ga,wikipedia__kk,wikipedia__lb,wikipedia__pam,wikipedia__ruwikinews,wikipedia__scn,wikipedia__sq,wikipedia__ta,wikipedia__trwikiquote,identifier__Munzinger,twitter,name__mg,wikipedia__mg,wikipedia__cswikiquote,identifier__Britannica,name__lrc,name__de_ch,identifier__CSPAN,last_seen,instagram,wikipedia__sl,identifier__NLI,name__sl,wikipedia__zh_yue,name__yue,wikipedia__eowikiquote,identifier__NDL,wikipedia__glk,name__glk,wikipedia__azwikisource,identifier__bigenc_ru,wikipedia__ukwikiquote,identifier__guardian_topic,occupation,identifier__nyt_topic,name__qu,wikipedia__qu,identifier__snac,wikipedia__fawikinews,wikipedia__enwikinews,wikipedia__trwikinews,wikipedia__arwikinews,wikipedia__itwikiquote,wikipedia__th,identifier__quora,name__th,identifier__ne_se,wikipedia__mai,wikipedia__bewikiquote,name__mai,wikipedia__eswikiquote,wikipedia__hiwikiquote,wikipedia__kawikiquote,wikipedia__zhwikiquote,wikipedia__afwikiquote,wikipedia__dawikiquote,wikipedia__dewikiquote,wikipedia__etwikiquote,wikipedia__euwikiquote,wikipedia__fiwikiquote,wikipedia__glwikiquote,wikipedia__hewikiquote,wikipedia__hrwikiquote,wikipedia__idwikiquote,wikipedia__iswikiquote,wikipedia__jawikiquote,wikipedia__ltwikiquote,wikipedia__mlwikiquote,wikipedia__mrwikiquote,wikipedia__nowikiquote,wikipedia__ruwikiquote,wikipedia__srwikiquote,wikipedia__svwikiquote,wikipedia__urwikiquote,wikipedia__viwikiquote,noble_title,name__diq,wikipedia__diq,identifier__GTAA,identifier__BNE,identifier__EGAXA,identifier__BIBSYS,identifier__BAV,identifier__SELIBR,identifier__LNB,name__ne,wikipedia__ne,family_name,identifier__CSFD,identifier__kinopoisk,identifier__moviemeter,identifier__allmovie,name__aeb_arab,wikipedia__lrc,wikipedia__ky,wikipedia__ast,name__ast,name__ky,wikipedia__kn,name__kn,wikipedia__pnb,name__pnb,wikipedia__ku,name__ku,wikipedia__jv,name__jv
Q6407560,ابراهیم زنجانی,Ibrahim Zanjani,,Ibrahim Zanjani,Ibrahim Zanjani,,,Ibrahim Zanjani,,,شیخ ابراهیم زنجانی,,,https://upload.wikimedia.org/wikipedia/commons/c/cf/Ibrahim_Zanjani.jpg,male,1856-08-11,,Ibrahim,,,,,,,,,,إبراهيم بن محمد هادي الزنجاني,,,,,,,,,,,,,Şeyx İbrahim Zəncani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,إبراهيم بن محمد هادي الزنجاني,,Şeyx İbrahim Zəncani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264904735,,no2002100866,,,,,,,,1859691,,,,,,,,,,,,Category:Ibrahim Zanjani,,,,,1934-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faqih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sheikh,,,,,,,,,,,,,,,,,,,,,Ibrahim Zanjani,,,,,,,,,
Q6408012,شرف‌الدوله کلانتر,,,,,,,,,,شرف‌الدوله کلانتر,,,,male,1855,,,,,,,,,,,,,,,,,,,,,,,,,Mirzə İbrahim xan Kələntəri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirzə İbrahim xan Kələntəri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1932-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6411272,رحمت‌الله مقدم مراغه‌ای,Rahmatollah Moghaddam Maraghei,,Rahmatollah Moghaddam Maraghei,Rahmatollah Moghaddam Maraghei,,,Rahmatollah Moghaddam Maraghei,Rahmatollah Moghaddam Maraghei,,رحمت‌الله مقدم مراغه‌ای,,,,male,1921,,,,,,,,,,,,,,,,,,,,,,,,,Rəhmətulla Müqəddəm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rəhmətulla Müqəddəm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Rahmatollah Moghaddam Maraghei,,,,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rahmatollah Moghaddam Maraghei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rahmatollah Moghaddam Maraghei,,,,,,,,,
Q6413193,خسرو قشقایی,,,,,,,,,,خسرو قشقایی,,,,male,1917,,,,,,,,,,,,,,,,,,,,,,,,,Xosrov xan Qaşqay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xosrov xan Qaşqay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,خسرو خان قشقایی,,خسرو خان قشقایی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6419067,ابوالحسن قاجار,,,,,,,,,,ابوالحسن میرزا قاجار,,,,male,1847,,,,,,,,,,,,,,,,,,,,,,,,,Əbülhəsən mirzə Qоvanlı-Qacar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Əbülhəsən mirzə Qovanlı-Qacar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6554337,محمدابراهیم امیرتیمور,Amirteymour Kalali,,Amirteymour Kalali,,Amirteymour Kalali,,Amirteymour Kalali,Amirteymour Kalali,,محمدابراهیم امیرتیمور کلالی,,,,male,1894-10-05,,,,,,,,,,,,,,,,,,,,,,,,,Məhəmmədibrahim Əmir Teymur,,,,,,,,,,Amirteymour Kalali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Məhəmmədibrahim Əmir Teymur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amirteymour Kalali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amirteymour Kalali,,,,,,,,,
Q6672251,محسن صفایی فراهانی,Mohsen Safaei Farahani,,Mohsen Safaei Farahani,,Mohsen Safaei Farahani,,Mohsen Safaei Farahani,Mohsen Safaei Farahani,,محسن صفایی فراهانی,,,https://upload.wikimedia.org/wikipedia/commons/c/c7/Mohsen_Safaei_Farahani_(13960225001540636304648917411649).jpg,male,1948-07-27,,Mohsen,,,,,,,,,,,,,,,,,,,,,محسن صفایی فراهانی,,,,,,,,,,,,Mohsen Safaei Farahani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,محسن صفایی فراهانی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Mohsen Safaei Farahani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohsen Safaei Farahani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohsen Safaei Farahani,,,,,,,,,
Q6737622,مجید انصاری,Majead Ansari,マジド・アンサリ,Majead Ansari,Majead Ansari,Majead Ansari,Majead Ansari,Majead Ansari,Majid Ansari,,مجید انصاری,مجید انصاری,,https://upload.wikimedia.org/wikipedia/commons/d/db/Majead_Ansari.jpg,male,1950,,,,,,,,,,,,مجيد أنصاري,,,,,,,,,,,,,,,,,,,,,,,Majead Ansari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,مجيد أنصاري,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majead Ansari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majead Ansari,,,,,,,,,
Q6781863,مرضیه حدیدچی,Marzieh Hadidchi,,Marzieh Hadidchi,Marzieh Hadidchi,Marzieh Hadidchi,,Marzieh Hadidchi,Marzieh Hadidchi,,طاهره دباغ,,,https://upload.wikimedia.org/wikipedia/commons/2/2f/Marzieh_Hadidchi.jpg,female,1939-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marzieh Hadidchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marzieh Hadidchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marzieh Hadidchi,,,,,,,,,
Q6892145,محمد خزاعی,Mohammad Khazaee,モハンマド・ハザーイー,Mohammad Khazaee,Mohammad Khazaei,Mohammad Khazaee,,Mohammad Khazaee,Mohammad Khazaee,,محمد خزاعی,محمد خزاعی,,https://upload.wikimedia.org/wikipedia/commons/1/1c/Mohammad_Khazaee_UNDP_2009.jpg,male,1953-04-12,,Mohammad,,,,,,,,,,,,,Мохаммад Хазаи,,,,,,,,,,,,,,,,,,,,Mohammad Khazaee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad Khazaei,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Хазаи, Мохаммад",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Mohammad Khazaee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad Khazaee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6892149,محمد خوش‌چهره,Mohammad Khoshchehreh,,Mohammad Khoshchehreh,Mohammad Khoshchehreh,Mohammad Khoshchehreh,,Mohammad Khoshchehreh,Mohammad Khoshchehreh,,محمد خوش‌چهره,,,https://upload.wikimedia.org/wikipedia/commons/2/21/Mohammad_Khoshchehreh.jpg,male,1956,,Mohammad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad Khoshchehreh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad Khoshchehreh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad Khoshchehreh,,,,,,,,,
Q6892215,سید محمد موسوی خوئینی‌ها,Mohammad Mousavi Khoeiniha,,Mohammad Mousavi Khoeiniha,Mohammad Mousavi Khoeiniha,Mohammad Mousavi Khoeiniha,Mohammad Mousavi Khoeiniha,Mohammad Mousavi Khoeiniha,Mohammad Mousavi Khoeiniha,,سید محمد موسوی خوئینی‌ها,,,https://upload.wikimedia.org/wikipedia/commons/2/25/Mohammad_Mousavi_Khoeiniha.jpg,male,1942,,Mohammad,,穆罕默德·穆薩維·霍伊尼哈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad Mousavi Khoeiniha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Mohammad Mousavi Khoeiniha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad Mousavi Khoeiniha,,,,,,,,,,,,,,,,,,,,,,Mohammad Mousavi Khoeiniha,Mohammad Mousavi Khoeiniha,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad Mousavi Khoeiniha,,,,,,,,,
Q6892517,محمد عبایی خراسانی,Mohammad Va'ez Abaee-Khorasani,,Mohammad Va'ez Abaee-Khorasani,Mohammad Va'ez Abaee-Khorasani,Mohammad Va'ez Abaee-Khorasani,Mohammad Va'ez Abaee-Khorasani,Mohammad Va'ez Abaee-Khorasani,Mohammad Va'ez Abaee-Khorasani,,محمد عبایی خراسانی,,,,male,1940,,Mohammad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad Va'ez Abaee-Khorasani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad Va'ez Abaee-Khorasani,,,,,,,,,
Q6914610,,Morteza Zarringol,,Morteza Zarringol,Morteza Zarringol,Morteza Zarringol,Morteza Zarringol,Morteza Zarringol,Morteza Zarringol,,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morteza Zarringol,,,Morteza Zarringol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morteza Zarringol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morteza Zarringol,,,,,,,,,
Q6916852,مصطفی کواکبیان,Mostafa Kavakebian,,Mostafá Kavakebián,Mostafá Kavakebián,Mostafa Kavakebian,Mostafá Kavakebián,Mostafa Kavakebian,Mostafa Kavakebian,,مصطفی کواکبیان,مصطفی کواکبیان,,https://upload.wikimedia.org/wikipedia/commons/e/ec/Mostafa_Kavakebian_registering_at_the_2017_Iranian_presidential_election.jpg,male,1963-03-18,,Mostafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostafa Kavakebian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostafá Kavakebián,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Mostafa Kavakebian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostafa Kavakebian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6925978,,Mousa Qorbani,,Mousa Qorbani,,Mousa Qorbani,,Mousa Qorbani,Mousa Qorbani,,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mousa Qorbani,,,Mousa Qorbani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mousa Qorbani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mousa Qorbani,,,,,,,,,
Q6932550,محمداسماعیل سعیدی,Muhammad Ismail Saidi,,Muhammad Ismail Saidi,Muhammad Ismail Saidi,Mohammad Esmaeil Saeidi,,Muhammad Ismail Saidi,Mohammad Esmaeil Saeidi,,محمداسماعیل سعیدی,,,https://upload.wikimedia.org/wikipedia/commons/d/d1/Mohammad_Esmaeil_Saeidi.jpg,male,1961,,Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muhammad Ismail Saidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muhammad Ismail Saidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q698713,حسین علاء,Hossein Ala',,Hossein Ala',Hossein Ala',Hossein Ala',Hossein Ala',Hossein Ala',Hossein Ala',,حسین علاء,,,https://upload.wikimedia.org/wikipedia/commons/2/27/Hossein_Ala'.jpg,male,1881-12-13,/m/0b0nx3,Hossein,,侯賽因·阿拉,,Hosejn Ala,,,,,,,,,Хусейн Ала,,,,,Хуссейн Ала,,,,,Hüseyn Əla,,,,חוסין עלא',,,,,Hossein Ala',Hossein Ala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hüseyn Əla,,,,,,,,,,,,,Hossein Ala,,,,,,,,,Hossein Ala',,,,,,,,Hossein Ala',,,,,,,,,,,,,,,,Hosejn Ala,,,,Хусейн Ала,,,,,,,,,,,,Хуссейн Ала,,,,,侯賽因·阿拉,0000 0003 7058 4913,249887108,1092727752,n2012029963,,,,,,,,,,侯赛因·阿拉,侯賽因·阿拉,侯賽因·阿拉,,,海珊·阿拉,,,,,Category:Hossein Ala',,,,,1964-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hossein Ala',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,w6mb3n0v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hossein Ala',,,,,,,,,
Q700668,غلامرضا ازهاری,Gholam Reza Azhari,,Gholam Reza Azhari,Gholam Reza Azhari,Gholam Reza Azhari,Gholam Reza Azhari,Gholam Reza Azhari,Gholam Reza Azhari,,غلامرضا ازهاری,,,https://upload.wikimedia.org/wikipedia/commons/2/2b/Azhari.jpg,male,1912-02-18,/m/0b0q4k,,,,,,,,,,Gholam Reza Azhari,,Gholam Reza Azhari,,Голям Реза Азхари,,Golam Rıza Azhari,,,Голам Реза Азхарі,,,,,Qulamrza Əzhəri,,,골람 레자 아자리,,,,Gholam Reza Azhari,,,Gholam Reza Azhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qulamrza Əzhəri,,,,,,,,,,,,,Gholam Reza Azhari,,,,,,,,,Gholam Reza Azhari,,,,,,,,,,,,골람 레자 아자리,,,,,,,,,,,,,,,Gholam Reza Azhari,"Азхари, Голям Реза",,,,,,,Gholam Reza Azhari,,,Gulam-Rıza Ezheri,,Голам Реза Азхарі,,,,,,,,,,,,,,,,,,,戈拉姆·列扎·爱资哈里,戈拉姆·列扎·愛資哈里,,,,,,,,,Category:Gholam-Reza Azhari,,,,,2001-11-05,,,,,,,,,,,,,,,,,,,,,Gholam Reza Azhari,,,,,,,,,,,,,,Gholam Reza Azhari,,غلامرضا ازهاری,,غلامرضا ازهاری,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gholam Reza Azhari,,,,,,,,,
Q720760,مصطفی چمران,Mostafa Chamran,モスタファー・チャムラーン,Mostafa Chamran,Mostafa Chamran,Mostafa Chamran,Mostafa Chamran,Mostafa Chamran,Mostafa Chamran,,مصطفی چمران,,モスタファー・チャムラーン,https://upload.wikimedia.org/wikipedia/commons/1/13/Mostafa_Chamran.jpg,male,1932-03-08,/m/09h7ky,Mostafa,,,,Mostafa Czamran,Mostafa Chamran,,,,Mostafa Chamran,مصطفى تشمران,,,"Чамран, Мустафа",,Mustafa Çamran,,Mostafa Chamran,,,,,,,,,무스타파 참란,מוסטפא צ'מראן,,,,,Mustafa Chamran,Mostafa Tschamran,,,,,,,,,,مصطفی چمران,,,,,,,,,,,,,,,,,,,,,,,مصطفى تشمران,,,,,,,,,,,,,,,Mostafa Tschamran,,,,Mostafá Chamrán,,,Mostafa Chamran,,Mostafa Chamran,,,,,,,,Mustafa Chamran,,,,무스타파 참란,,,,,,,Mostafa Chamran,,,,,Mostafa Czamran,,,,"Чамран, Мустафа",,,,,,,Mostafa Chamran,,,Mustafa Çamran,,,مصطفٰی چمران,,,,,0000 0000 3024 2650,8961514,,n88630737,,,,,http://www.chamran.ir/index.html,,,228354,,,,,,,,,,,,Category:Mostafa Chamran,,,,,1981-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mostafa Chamran,,,,,,,,,,,,,,,,,,,,,,,,,,شهید چمران,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Мустафа Чамран,Mostafá Chamrán,Mostafá Chamrán,Мустафа Чамран,,,مصطفٰی چمران,مصطفٰی چمران,,,,
