id,name__en,name__de,name__en_ca,name__en_gb,name__fr,name__lzh,name__yue,name__zh,name__zh_cn,name__zh_hk,name__zh_sg,name__zh_tw,name__nl,name,wikipedia__en,gender,occupation,birth_date,original_wikiname,name__pt,wikipedia__pt,death_date,name__es,name__hu,name__zh_mo,name__zh_hans,name__zh_hant,name__zh_my,given_name,facebook,wikipedia__commons,image,name__hak,name__nan,name__cy,wikipedia__de,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__freebase,name__id,name__vi,name__ms,name__nb,name__da,name__nn,name__sv,wikipedia__fr,wikipedia__id,wikipedia__ms,wikipedia__vi,wikipedia__zh_min_nan,wikipedia__zh,family_name,name__it,identifier__ISNI,identifier__SUDOC,identifier__FAST,wikipedia__no,twitter,name__ru,name__ta,name__ar,wikipedia__ta,identifier__Oxforddnb,identifier__snac,name__pl,name__qu,name__ko,name__he,name__oc,name__yo,name__lv,name__gl,name__ja,name__el,name__my,name__hi,name__eo,name__sr,name__tr,name__th,name__fi,name__uk,name__cs,name__io,name__fa,name__mr,name__ca,name__et,name__pt_br,name__tl,name__bn,name__be,name__ro,name__az,name__la,name__hy,name__eu,name__sco,wikipedia__ar,wikipedia__az,wikipedia__be,wikipedia__bn,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__dewikiquote,wikipedia__el,wikipedia__enwikinews,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__gl,wikipedia__hak,wikipedia__he,wikipedia__hi,wikipedia__hy,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lv,wikipedia__mr,wikipedia__my,wikipedia__nl,wikipedia__oc,wikipedia__pl,wikipedia__plwikiquote,wikipedia__qu,wikipedia__ro,wikipedia__ru,wikipedia__sco,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__th,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__yo,wikipedia__zh_yue,identifier__IMDB,identifier__NNDB,instagram,identifier__CSPAN,name__pa,website,identifier__NTA,identifier__OLID,identifier__Britannica,identifier__BNF,name__ne,wikipedia__ne,wikipedia__pa,identifier__quora,name__nds,name__vmf,wikipedia__itwikiquote,name__jv,name__ml,name__ka,wikipedia__jv,wikipedia__ka,wikipedia__ml,name__bg,wikipedia__bg,electoral_district,identifier__Munzinger,identifier__NLAtrove,identifier__NLA,wikipedia__eu,name__km,wikipedia__km,identifier__NDL,identifier__NLI,name__is,name__mk,name__be_tarask,name__kk_arab,name__kk_cn,name__kk_tr,name__kk_kz,name__kk_cyrl,name__kk_latn,name__li,name__sh,name__sa,name__war,name__kk,name__ky,name__new,name__si,name__mg,name__bcl,name__pnb,name__wuu,name__yi,name__ur,name__ba,name__sd,name__tt,name__vo,name__lb,name__lo,name__mn,name__te,name__gu,name__ast,name__kn,wikipedia__arwikiquote,wikipedia__ast,wikipedia__ba,wikipedia__bcl,wikipedia__be_x_old,wikipedia__cy,wikipedia__gu,wikipedia__hu,wikipedia__is,wikipedia__kk,wikipedia__kn,wikipedia__ky,wikipedia__lb,wikipedia__li,wikipedia__lo,wikipedia__mg,wikipedia__mk,wikipedia__mn,wikipedia__new,wikipedia__nn,wikipedia__nnwikiquote,wikipedia__pnb,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sa,wikipedia__sd,wikipedia__sh,wikipedia__te,wikipedia__thwikiquote,wikipedia__tt,wikipedia__ukwikiquote,wikipedia__ur,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yi,wikipedia__zh_classical,wikipedia__zhwikiquote,identifier__CANTIC,identifier__wikitree,identifier__kinopoisk
Q7682028,Tan Cheng Bock,Tan Cheng Bock,,,Tan Cheng Bock,,,陈清木,,,,,Tan Cheng Bock,Tan Cheng Bock,Tan Cheng Bock,male,politician,1940-04-26,,,,,Tan Cheng Bock,Tan Cheng Bock,,,,,Tan,,,https://upload.wikimedia.org/wikipedia/commons/5/55/Dr-Tan-Cheng-Bock-at-home-on-Nomination-Day-1.png,,,,,,,,,,,,,,,,,,,,,陈清木,Chen,Tan Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7682037,Tan Chuan-Jin,,Tan Chuan-Jin,Tan Chuan-Jin,Tan Chuan-Jin,陳川仁,陳川仁,陈川仁,陈川仁,陳川仁,陈川仁,陳川仁,Tan Chuan-Jin,Tan Chuan-Jin,Tan Chuan-Jin,male,politician,1969-01-10,Tan Chuan-Jin,,,,Tan Chuan-Jin,Tan Chuan-Jin,,,陳川仁,,Tan,,,,Chhṳ̀n Chhôn-yìn,Tân Chhoan-jîn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7682122,Tan Soo Khoon,Tan Soo Khoon,,,Tan Soo Khoon,,,陳樹群,,,,,Tan Soo Khoon,Tan Soo Khoon,Tan Soo Khoon,male,politician,1949-09-01,,,,2016-07-11,Tan Soo Khoon,Tan Soo Khoon,,,,,Tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7682130,Tan Tai Yong,Tan Tai Yong,,,,,,,,,,,,Tan Tai Yong,Tan Tai Yong,male,,,Tan Tai Yong,,,,,,,,,,Tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7700981,Teo Ho Pin,Teo Ho Pin,Teo Ho Pin,Teo Ho Pin,Teo Ho Pin,張俰賓,張俰賓,张俰宾,张俰宾,張俰賓,张俰宾,張俰賓,,Teo Ho Pin,Teo Ho Pin,male,,1960-01-19,Teo Ho Pin,,,,,,,,,,Teo,,,,,,,,,,,,,,,,,,,,,,,,,,Teo Ho Pin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7700989,Teo Ser Luck,Teo Ser Luck,Teo Ser Luck,Teo Ser Luck,Teo Ser Luck,張思樂,張思樂,张思乐,张思乐,張思樂,张思乐,張思樂,Teo Ser Luck,Teo Ser Luck,Teo Ser Luck,male,politician,1968-06-08,Teo Ser Luck,,,,Teo Ser Luck,Teo Ser Luck,,,,,Teo,,,"https://upload.wikimedia.org/wikipedia/commons/d/df/Teo_Ser_Luck_giving_a_speech_at_Park_View_Primary_School,_Singapore_-_20080522.jpg",Chông Sṳ̂-lo̍k,Tiuⁿ Su-lo̍k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7784643,Thio Li-ann,Li-Ann Thio,,,Li-Ann Thio,,,,,,,,Li-Ann Thio,Thio Li-ann,Thio Li-ann,female,professor,1968-03-10,Thio Li-ann,,,,Thio Li-ann,,,张黎衍,,,,,Category:Thio Li-ann,"https://upload.wikimedia.org/wikipedia/commons/1/16/Thio_Li-ann_at_a_Human_Rights_Day_seminar,_Conrad_Centennial_Singapore_-_20141204-02_(cropped).jpg",,,,,122137183,1033765414,no2002046205,/m/03cvlq8,,,,,,,,,,,,,,,,0000 0000 8060 0858,092686753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273508857,,,,,,,,,,,,,,,,,,,,,,49286265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7807793,Tin Pei Ling,Tin Pei Ling,Tin Pei Ling,Tin Pei Ling,Tin Pei Ling,陳佩玲,陳佩玲,陈佩玲,陈佩玲,陳佩玲,陈佩玲,陳佩玲,Tin Pei Ling,Tin Pei Ling,Tin Pei Ling,female,politician,1983-07-08,Tin Pei Ling,,,,Tin Pei Ling,Tin Pei Ling,,,,,,tinpeiling.official,,,Chhṳ̀n Phi-lìn,Tân Pōe-lêng,,,,,,/m/0gmb_3d,,,,,,,,,,,,,,,Tin Pei Ling,,,,,tinpeiling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.parliament.gov.sg/mp/tin-pei-ling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7929569,Vikram Nair,Vikram Nair,,,Vikram Nair,,,,,,,,Vikram Nair,Vikram Nair,Vikram Nair,male,politician,1978-07-18,Vikram Nair,,,,,,,,,,Vikram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Викрам Нэйр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7936659,Viswa Sadasivan,Viswa Sadasivan,,,,,,,,,,,,Viswa Sadasivan,Viswa Sadasivan,male,,1959,Viswa Sadasivan,,,,Viswa Sadasivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7937671,Vivian Balakrishnan,Vivian Balakrishnan,Vivian Balakrishnan,Vivian Balakrishnan,Vivian Balakrishnan,維文,維文,维文,维文,維文,维文,維文,Vivian Balakrishnan,Vivian Balakrishnan,Vivian Balakrishnan,male,ophthalmologist,1961-01-25,Vivian Balakrishnan,,,,Vivian Balakrishnan,Vivian Balakrishnan,維文,维文,維文,维文,Vivian,,Category:Vivian Balakrishnan,https://upload.wikimedia.org/wikipedia/commons/0/0e/Vivian_Balakrishnan_-_2010.jpg,,,,,,,,,,,,,,,,,,,,,維文 (新加坡),,,,,,,,,விவியன் பாலகிருஷ்ணன்,,,,,,,,,,,,,ヴィヴィアン・バラクリシュナン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7979298,Wee Siew Kim,Wee Siew Kim,,,Wee Siew Kim,,,黃守金,,,,,Wee Siew Kim,Wee Siew Kim,Wee Siew Kim,male,politician,1960-08-19,Wee Siew Kim,,,,Wee Siew Kim,Wee Siew Kim,,,黃守金,,,,,,,,,,,,,,,,,,,,,,,,,,黃守金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8051105,Yee Jenn Jong,Yee Jenn Jong,,,,,,,余振忠,,,,Yee Jenn Jong,Yee Jenn Jong,Yee Jenn Jong,male,politician,1965-03-24,Yee Jenn Jong,,,,,,,,餘振忠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,イー・ジェンジョン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8052395,Yeo Guat Kwang,Yeo Guat Kwang,Yeo Guat Kwang,Yeo Guat Kwang,Yeo Guat Kwang,楊木光,楊木光,杨木光,杨木光,楊木光,杨木光,楊木光,Yeo Guat Kwang,Yeo Guat Kwang,Yeo Guat Kwang,male,politician,1961-01-27,Yeo Guat Kwang,,,,Yeo Guat Kwang,Yeo Guat Kwang,,,,,,,,,Yòng Muk-kông,Iûⁿ Bo̍k-kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8052396,Yeo Cheow Tong,Yeo Cheow Tong,,,Yeo Cheow Tong,,,,姚照东,,,,Yeo Cheow Tong,Yeo Cheow Tong,Yeo Cheow Tong,male,politician,1947-06-22,Yeo Cheow Tong,,,,Yeo Cheow Tong,Yeo Cheow Tong,,,姚照東,,,,,,,,,,,,,,Yeo Cheow Tong,,,,,,,,Yeo Cheow Tong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8052401,Yeo Ning Hong,Yeo Ning Hong,,,,,,,,,,,,Yeo Ning Hong,Yeo Ning Hong,male,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ヨー・ニン・ホン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8054968,Yong Nyuk Lin,Yong Nyuk Lin,,,Yong Nyuk Lin,,,,,,,,Yong Nyuk Lin,Yong Nyuk Lin,Yong Nyuk Lin,male,politician,1918-06-24,,,,2012-06-29,,,,,,,,,Category:Yong Nyuk Lin,https://upload.wikimedia.org/wikipedia/commons/8/8a/Yong_Nyuk_Lin_-_SFA008007059c.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8059869,Yu-Foo Yee Shoon,,,,Yu-Foo Yee Shoon,,,,,,,,Yu-Foo Yee Shoon,Yu-Foo Yee Shoon,Yu-Foo Yee Shoon,female,politician,1950-02-17,Yu-Foo Yee Shoon,,,,Yu-Foo Yee Shoon,Yu-Foo Yee Shoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8064862,Zainudin Nordin,Zainudin Nordin,Zainudin Nordin,Zainudin Nordin,Zainudin Nordin,再努丁,再努丁,再努丁,再努丁,再努丁,再努丁,再努丁,Zainudin Nordin,Zainudin Nordin,Zainudin Nordin,male,politician,1963-07-03,Zainudin Nordin,,,,,,,,,,,,Category:Zainudin Nordin,"https://upload.wikimedia.org/wikipedia/commons/b/b3/Zainudin_Nordin,_President_of_the_Football_Association_of_Singapore,_marking_StarHub's_appointment_as_official_broadcaster_and_principal_sponsor_of_the_LionsXII_-_2012.jpg",,,,,,,,/m/03gtp2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.parliament.gov.sg/mp/zainudin-nordin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q983752,Tharman Shanmugaratnam,Tharman Shanmugaratnam,Tharman Shanmugaratnam,Tharman Shanmugaratnam,Tharman Shanmugaratnam,尚達曼,尚達曼,尚达曼,尚达曼,尚達曼,尚达曼,尚達曼,Tharman Shanmugaratnam,Tharman Shanmugaratnam,Tharman Shanmugaratnam,male,politician,1957-01-22,Tharman Shanmugaratnam,,,,Tharman Shanmugaratnam,Tharman Shanmugaratnam,尚達曼,尚达曼,尚達曼,尚达曼,,,,"https://upload.wikimedia.org/wikipedia/commons/c/c5/Tharman_Shanmugaratnam_at_the_official_opening_of_Yuan_Ching_Secondary_School's_new_building,_Singapore_-_20100716_(cropped).jpg",,,,Tharman Shanmugaratnam,,,,/m/0bd19b,,,,,,,,Tharman Shanmugaratnam,,,,,尚达曼,,,,,,,,,தர்மன் சண்முகரத்தினம்,,தர்மன் சண்முகரத்தினம்,,,,,,,,,,,ターマン・シャンムガラトナム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
