id,name,name__en,name__ht,name__es,name__fr,name__de,name__zh,wikipedia__en,wikipedia__ht,wikipedia__zh,identifier__VIAF,death_date,birth_date,gender,image,given_name,identifier__LCAuth,identifier__snac,original_wikiname,name__pt,name__pl,name__ru,name__yo,name__sv,name__nl,name__uk,name__nb,name__da,name__nn,name__hu,name__ar,wikipedia__ar,wikipedia__de,wikipedia__es,wikipedia__fr,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__sv,wikipedia__uk,wikipedia__yo,identifier__freebase,identifier__BNF,occupation,identifier__ISNI,identifier__SUDOC,identifier__Britannica,name__it,identifier__OLID,family_name,identifier__FAST,identifier__GND,identifier__CERL,name__fa,name__gl,wikipedia__commons,wikipedia__fa,wikipedia__frwikisource,wikipedia__gl,identifier__NLAtrove,name__lb,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__ml,name__ja,name__br,name__vi,name__eo,name__sr_el,name__sr_ec,name__tr,name__ro,name__fi,name__la,name__war,name__cs,name__th,name__sr,name__eu,name__hy,name__id,name__be,wikipedia__be,wikipedia__br,wikipedia__cs,wikipedia__da,wikipedia__eo,wikipedia__eu,wikipedia__fi,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__ml,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__plwikiquote,wikipedia__ro,wikipedia__sr,wikipedia__th,wikipedia__tr,wikipedia__vi,wikipedia__war,identifier__NTA,identifier__GNC,identifier__NLI,identifier__bigenc_ru,identifier__CTHS,identifier__persee,name__mg,wikipedia__mg,identifier__IIAF,name__sl,wikipedia__sl,identifier__britishmuseum,identifier__GTAA,name__qu,wikipedia__qu,name__cy,identifier__nlg,name__ka,name__he,wikipedia__he,wikipedia__ka,name__el,wikipedia__el,identifier__NNDB,identifier__MusicBrainz,name__mr,wikipedia__mr,name__et,wikipedia__et,name__en_ca,name__en_gb,name__ca,name__oc,name__io,wikipedia__ca,wikipedia__io,wikipedia__simple,identifier__NUKAT,identifier__Munzinger,identifier__IMDB,name__mzn,wikipedia__frwikiquote,wikipedia__mzn,wikipedia__cy,identifier__SELIBR,name__hr,wikipedia__hr,name__mn,wikipedia__mn,wikipedia__enwikisource,identifier__OpenPlaques,name__jv,name__mk,name__sco,name__af,name__an,name__ast,name__bar,name__bm,name__co,name__de_at,name__de_ch,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__lt,name__lv,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sk,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__jv,wikipedia__mk,wikipedia__sco,identifier__CSPAN,website,twitter,identifier__BNE,name__csb,name__dsb,name__om,wikipedia__oc,name__szl,name__fo,name__ilo,wikipedia__fo,wikipedia__ilo,wikipedia__szl,wikipedia__vo,identifier__NLA,wikipedia__elwikisource,name__sh,wikipedia__enwikinews,wikipedia__sh,wikipedia__sk,identifier__discogs,identifier__quora,identifier__votesmart,identifier__FEC
Q382423,Raoul Cédras,Raoul Cédras,Raoul Cédras,Raoul Cédras,Raoul Cédras,Raoul Cédras,拉乌尔·塞德拉斯,Raoul Cédras,Raoul Cédras,拉乌尔·塞德拉斯,130702975,,1949-07-09,male,,Raoul,n97033619,,Raoul Cédras,,Raoul Cédras,"Седра, Рауль",Raoul Cédras,Raoul Cédras,Raoul Cédras,Рауль Седра,Raoul Cédras,Raoul Cédras,Raoul Cédras,Raoul Cédras,,,Raoul Cédras,Raoul Cédras,Raoul Cédras,Raoul Cédras,,"Седра, Рауль",Raoul Cédras,Рауль Седра,Raoul Cédras,/m/01w48x,16227926m,politician,,,,Raoul Cédras,,,,,,,,,,,,,,拉乌尔·塞德拉斯,拉烏爾·塞德拉斯,拉烏爾·塞德拉斯,拉乌尔·塞德拉斯,拉乌尔·塞德拉斯,拉烏爾·塞德拉斯,,,ラウル・セドラ,,,,,,,,Raoul Cédras,,,,,,,,Raoul Cédras,,,,,Raoul Cédras,,,Raoul Cédras,,,Raoul Cédras,Raoul Cédras,,,,,,Raoul Cédras,Raoul Cédras,Raoul Cédras,,,,,,,,,,,,,,,,,,,,88842,,,,,,,,,,,,,,,,,,,,,,,,,,,nm1449622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q428334,Georges Sylvain,Georges Sylvain,Georges Sylvain,Georges Sylvain,Georges Sylvain,Georges Sylvain,,Georges Sylvain,Georges Sylvain,,32210237,1925,1866-04-02,male,https://upload.wikimedia.org/wikipedia/commons/3/30/Georges_Sylvain-1909.jpg,Georges,n81068740,,Georges Sylvain,,,,,,Georges Sylvain,,,,,Georges Sylvain,,,,,Georges Sylvain,,,,,,,/m/026c6xg,144005401,poet,0000 0000 6309 5714,086011081,,,,Sylvain,74544,,,,,,,Auteur:Georges Sylvain,,1296691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q449421,Jean-Pierre Boyer,Jean-Pierre Boyer,Jean-Pierre Boyer,Jean-Pierre Boyer,Jean-Pierre Boyer,Jean-Pierre Boyer,让-皮埃尔·布瓦耶,Jean-Pierre Boyer,Jean-Pierre Boyer,让-皮埃尔·布瓦耶,58996901,1850-07-09,1776-02-15,male,https://upload.wikimedia.org/wikipedia/commons/1/1c/Jean-Pierre_Boyer.jpg,Jean-Pierre,nr98029839,w64v06wt,Jean-Pierre Boyer (homme politique),Jean-Pierre Boyer,Jean-Pierre Boyer,"Бойе, Жан-Пьер",Jean Pierre Boyer,Jean-Pierre Boyer,Jean-Pierre Boyer,Жан-П'єр Буайє,Jean Pierre Boyer,Jean-Pierre Boyer,Jean-Pierre Boyer,Jean-Pierre Boyer,جان بيير بوير,جان بيير بوير,Jean-Pierre Boyer,Jean-Pierre Boyer,Jean-Pierre Boyer (homme politique),Jean-Pierre Boyer,Jean-Pierre Boyer,"Буайе, Жан Пьер",Jean-Pierre Boyer,Жан-П'єр Буайє,Jean Pierre Boyer,/m/014jqr,10737154w,politician,0000 0000 4962 4990,185615589,,Jean-Pierre Boyer,,Boyer,421573,1022907166,,,,Category:Jean-Pierre Boyer,,,,,,让-皮埃尔·布瓦耶,讓-皮埃爾·布瓦耶,讓-皮埃爾·布瓦耶,让-皮埃尔·布瓦耶,让-皮埃尔·布瓦耶,讓-皮埃爾·布瓦耶,,,ジャン・ピエール・ボワイエ,,Jean-Pierre Boyer,,,,,,,,,,,,,,,,,,,,,,,Jean-Pierre Boyer,,,Jean-Pierre Boyer (politico),ジャン・ピエール・ボワイエ,,,,,Jean-Pierre Boyer,,Jean Pierre Boyer,,,,,,Jean-Pierre Boyer,,,,,,,,,,,,,,,,,,,,,,,Ζαν Πιερ Μπουαγιέ,,111/000102802,,,,,,,,Jean-Pierre Boyer,,,Jean-Pierre Boyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Συγγραφέας:Ζαν Πιερ Μπουαγιέ,,,,,,,,
Q450359,Claudette Werleigh,Claudette Werleigh,Claudette Werleigh,Claudette Werleigh,Claudette Werleigh,Claudette Werleigh,,Claudette Werleigh,Claudette Werleigh,,,,1946-09-26,female,,Claudette,,,Claudette Werleigh,,,"Верле, Клодетт",,Claudette Werleigh,Claudette Werleigh,Клодетт Верле,Claudette Werleigh,Claudette Werleigh,Claudette Werleigh,,,,Claudette Werleigh,,Claudette Werleigh,,,"Верле, Клодетт",Claudette Werleigh,Клодетт Верле,,/m/08nhs0,,diplomat,,,,,,,,,,,Claudette Werleigh,,,,Claudette Werleigh,,,,克勞德特·韋爾萊格,,克劳德特·韦尔莱格,,,,,クローデット・ウェルレイ,,,,,,,Claudette Werleigh,,Claudette Werleigh,,,,,,,,,,,,,,,,,,,,,,Claudette Werleigh,,,,,Claudette Werleigh,,Claudette Werleigh,,,,,,,,,,,,,,,,,,,,,,,,קלודט ורליך,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q461636,Ertha Pascal-Trouillot,Ertha Pascal-Trouillot,Ertha Pascal-Trouillot,Ertha Pascal-Trouillot,Ertha Pascal-Trouillot,Ertha Pascal-Trouillot,埃萨·帕斯卡尔-特鲁罗,Ertha Pascal-Trouillot,Ertha Pascal-Trouillot,埃萨·帕斯卡尔-特鲁罗,50538694,,1943-08-13,female,https://upload.wikimedia.org/wikipedia/commons/f/f8/Presidenta_de_Haiti.jpg,,n81003458,,Ertha Pascal-Trouillot,Ertha Pascal Trouillot,Ertha Pascal-Trouillot,"Паскаль-Труйо, Эрта",Ertha Pascal-Trouillot,Ertha Pascal-Trouillot,Ertha Pascal-Trouillot,Ерта Паскаль Труійо,Ertha Pascal-Trouillot,Ertha Pascal-Trouillot,Ertha Pascal-Trouillot,Ertha Pascal-Trouillot,,,Ertha Pascal-Trouillot,Ertha Pascal-Trouillot,Ertha Pascal-Trouillot,Ertha Pascal-Trouillot,Ertha Pascal Trouillot,"Паскаль-Труйо, Эрта",Ertha Pascal-Trouillot,Ерта Паскаль Труійо,Ertha Pascal-Trouillot,/m/081sbp,,judge,0000 0000 7995 3381,082049726,,,,,66268,,,,,,,,,,,埃萨·帕斯卡尔-特鲁罗,埃薩·帕斯卡爾-特魯羅,埃薩·帕斯卡爾-特魯羅,埃萨·帕斯卡尔-特鲁罗,埃萨·帕斯卡尔-特鲁罗,埃薩·帕斯卡爾-特魯羅,,,エルタ＝パスカル・トゥルイヨ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ertha Pascal-Trouillot,,,,,,,,,,,,,,,,,,,,,,,,,,,ერტა პასკალ ტრუილიო,ארת'ה פסקל-טרוליו,ארת'ה פסקל-טרוליו,ერტა პასკალ ტრუილიო,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q470492,Leslie Manigat,Leslie Manigat,Leslie Manigat,Leslie Manigat,Leslie Manigat,Leslie Manigat,萊斯利·馬尼加,Leslie Manigat,Leslie Manigat,萊斯利·馬尼加,92118704,2014-06-27,1930-08-16,male,,Leslie,n81009506,,Leslie Manigat,Leslie Manigat,Leslie Manigat,"Манига, Лесли",Leslie Manigat,Leslie Manigat,Leslie Manigat,Леслі Маніга,Leslie Manigat,Leslie Manigat,Leslie Manigat,Leslie Manigat,ليزلي بمانيجات,ليزلي بمانيجات,Leslie Manigat,Leslie Manigat,Leslie Manigat,Leslie Manigat,Leslie Manigat,"Манига, Лесли",Leslie Manigat,Леслі Маніга,Leslie Manigat,/m/02mcc2,12165401h,politician,0000 0000 8164 7009,030186242,biography/Leslie-Manigat,Leslie Manigat,,,66967,139152148,,,,,,,,,,,,,,,,,,レスリー・マニガ,,,Leslie Manigat,,,,,Leslie Manigat,Leslie Manigat,,,,,,,,,,,,,Leslie Manigat,,Leslie Manigat,,,,Leslie Manigat,レスリー・マニガ,,Leslie Manigat,,,,Leslie Manigat,Leslie Manigat,,,,,,,,072747234,,,,,,,,,,,,,,,Leslie Manigat,,ლესლი მანიგა,,,ლესლი მანიგა,,,,,,,,,,,Leslie Manigat,,Leslie Manigat,Leslie Manigat,Leslie Manigat,Leslie Manigat,n2013168001,00000018477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q470500,Henri Namphy,Henri Namphy,Henri Namphy,Henri Namphy,Henri Namphy,Henri Namphy,亨利·南菲,Henri Namphy,Henri Namphy,亨利·南菲,53422774,,1932-11-02,male,,Henri,n96101528,,Henri Namphy,Henri Namphy,Henri Namphy,"Намфи, Анри",Henri Namphy,Henri Namphy,Henri Namphy,Анрі Намфі,Henri Namphy,Henri Namphy,Henri Namphy,Henri Namphy,هنري نامفي,هنري نامفي,Henri Namphy,Henri Namphy,Henri Namphy,Henri Namphy,Henri Namphy,"Намфи, Анри",Henri Namphy,Анрі Намфі,Henri Namphy,/m/0399qx,,politician,,,,Henri Namphy,,,1530036,,,,,,,,,,,亨利·南菲,亨利·南菲,亨利·南菲,亨利·南菲,亨利·南菲,亨利·南菲,,,,,,,,,Henri Namphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henri Namphy,Henri Namphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henri Namphy,,,Henri Namphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q471075,Jacques-Édouard Alexis,Jacques-Édouard Alexis,Jacques Edouard Alexis,Jacques-Édouard Alexis,Jacques-Édouard Alexis,Jacques-Édouard Alexis,雅克-爱德华·亚历克西,Jacques-Édouard Alexis,Jacques-Édouard Alexis,雅克-爱德华·亚历克西,,,1947-09-21,male,https://upload.wikimedia.org/wikipedia/commons/c/ca/Jacques-Édouard_Alexis.jpg,Jacques,,,Jacques-Édouard Alexis,,Jacques-Édouard Alexis,Жак Эдуар Алексис,,,Jacques-Édouard Alexis,Жак-Едуар Алексіс,,,Jacques-Édouard Alexis,Jacques-Édouard Alexis,,,Jacques-Édouard Alexis,Jacques-Édouard Alexis,Jacques-Édouard Alexis,Jacques-Édouard Alexis,,"Алексис, Жак Эдуар",,Жак-Едуар Алексіс,,/m/08nhx0,,politician,,,,,,,,,,,Jacques-Édouard Alexis,,,,Jacques-Édouard Alexis,,,雅克-爱德华·亚历克西,雅克-愛德華·亞歷克西,雅克-愛德華·亞歷克西,雅克-爱德华·亚历克西,雅克-爱德华·亚历克西,雅克-愛德華·亞歷克西,,,,,Jacques-Édouard Alexis,,,,,,Jacques-Édouard Alexis,,,,,,,,Jacques-Edouard Alexis,,,,,,,,Jacques-Édouard Alexis,,,Jacques-Edouard Alexis,,,,,,,,Jacques-Édouard Alexis,,,,,,,Jacques-Édouard Alexis,,,,,,,,,,,,,,,,,,,,,,,Ζακ-Εντουάρ Αλεξίς,Ζακ-Εντουάρ Αλεξίς,918/000162432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5221413,Dany Toussaint,Dany Toussaint,Dany Toussaint,Dany Toussaint,Dany Toussaint,Dany Toussaint,,Dany Toussaint,Dany Toussaint,,,,,male,,Dany,,,Dany Toussaint,,,,,,Dany Toussaint,,,,,Dany Toussaint,,,,,,,,,,,,,,politician,,,,Dany Toussaint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5313631,Dumarsais Simeus,Dumarsais Simeus,Dumarsais Simeus,Dumarsais Simeus,Dumarsais Simeus,Dumarsais Simeus,,Dumarsais Simeus,Dumarsais Siméus,,,,1939,male,https://upload.wikimedia.org/wikipedia/commons/f/f0/Dumarsais_Simeus01.jpg,,,,Dumarsais Siméus,,,,,,Dumarsais Simeus,,,,,Dumarsais Simeus,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5373362,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,,Emmanuel Wilmer,Emmanuel Wilmer,,,2005,,male,,Emmanuel,,,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,,,Emmanuel Wilmer,Emmanuel Wilmer,,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,,,,,,,,,,,,,,,,,,Emmanuel Wilmer,,Wilmer,,,,,Emmanuel Wilmer,,,,,,Emmanuel Wilmer,,,,,,,,,,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,,,Emmanuel Wilmer,,,Emmanuel Wilmer,,Emmanuel Wilmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emmanuel Wilmer,,,,,,,,,Emmanuel Wilmer,,,,,,,,,,,,Emmanuel Wilmer,,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,,,,,,,,,,,,Emmanuel Wilmer,,,,,,,,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,Emmanuel Wilmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5415948,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,埃文斯·保羅,Evans Paul,Evans Paul,,,,1955-11-25,male,https://upload.wikimedia.org/wikipedia/commons/8/8c/EvansPaul.jpg,Evans,,,Evans Paul,Evans Paul,Evans Paul,Эванс Поль,,Evans Paul,Evans Paul,,Evans Paul,Evans Paul,Evans Paul,Evans Paul,,,,Evans Paul,Evans Paul,Evans Paul,Evans Paul,,,,,/m/05t4wt,,politician,,,,Evans Paul,,Paul,,,,,Evans Paul,,,,,,Evans Paul,,埃文斯·保羅,,埃文斯·保罗,,,,,エヴァンス・ポール,Evans Paul,Evans Paul,Evans Paul,Evans Paul,,Evans Paul,Evans Paul,Evans Paul,,,Evans Paul,,,Evans Paul,,Evans Paul,,,,,,,,,,,,Evans Paul,,,,Evans Paul,,,,,,,,,Evans Paul,,,,,,,,,Evans Paul,,,,,,,,,Evans Paul,,,,,,Έβανς Πολ,Έβανς Πολ,,,,,Evans Paul,,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,,,,,,,,,,,,Evans Paul,,,,,,,,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,Evans Paul,,,,,,evanspaulpm,,Evans Paul,Evans Paul,Evans Paul,Evans Paul,,,,,,,,,,,,,,,,,
Q546872,Fabre Geffrard,Fabre Geffrard,Fab Nikola Jefra,Fabre Geffrard,Fabre Geffrard,Fabre Geffrard,,Fabre Geffrard,Fabre Geffrard,,3838958,1878-12-31,1806-09-19,male,https://upload.wikimedia.org/wikipedia/commons/2/28/Fabre_Geffrard.gif,,n83001428,w65182jr,Fabre Geffrard,Fabre Geffrard,Fabre Geffrard,"Жеффрар, Фабр",Fabre Geffrard,Fabre Geffrard,Fabre Geffrard,Фабр Жефрар,Fab Nikola Jefra,Fab Nikola Jefra,Fab Nikola Jefra,Fabre Geffrard,,,Fabre Geffrard,Fabre Geffrard,Fabre Geffrard,Fabre Geffrard,Fabre Geffrard,"Жеффрар, Фабр",Fabre Geffrard,Фабр Жефрар,Fabre Geffrard,/m/0dn73d,,politician,0000 0000 3235 1260,,,,,,107243,1050470249,,,,,,,,,,,法布林·熱弗拉爾,,法布爾·熱弗拉爾,,,,,ファーブル・ジェフラール,,,,,,,,,Fabre Geffrard,,,,,,,,,,,,,,,,,,,,,,Fabre Geffrard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q560853,Faustin Soulouque,Faustin Soulouque,Fosten Soulouk,Faustin Soulouque,Faustin Soulouque,Fausti Soulouque,福斯坦·苏鲁克,Faustin Soulouque,Fosten Soulouk,福斯坦·苏鲁克,5098699,1867-08-06,1782-08-15,male,https://upload.wikimedia.org/wikipedia/commons/3/3d/Faustin_I.jpg,Faustino,nr89000923,w6t196k4,Faustin Soulouque,Faustino I do Haiti,Faustin Soulouque,Фостен I,Faustin 1k ilẹ̀ Hàítì,Faustin Soulouque,Faustin Soulouque,Фостен-Елі Сулук,Fosten Soulouk,Fosten Soulouk,Fosten Soulouk,Faustin Soulouque,,,Faustin Soulouque,Faustino I,Faustin Soulouque,Faustin Soulouque,Faustino I do Haiti,Фостен I,Faustin Soulouque,Фостен-Елі Сулук,Faustin 1k ilẹ̀ Hàítì,/m/0249f8,13564767v,politician,0000 0000 1312 4513,12204522X,,Faustin Soulouque,,,1848395,119399172,cnp01369835,,,,,,,,,福斯坦·苏鲁克,福斯坦·蘇魯克,福士坦·蘇魯克,,,,,,フォースタン＝エリ・スールーク,,,,,,,,,,,,โฟสแต็ง ซูลุก,,Faustin I.a Haitikoa,,Faustin I dari Haiti,,,,,,,Faustin-Élie Soulouque,,,,Faustin-Élie Soulouque,Faustin Soulouque,,,,,,,,,,,,โฟสแต็ง ซูลุก,,,,,,,,,,,,,,,107716,,,,,,ფოსტენ ელი სულუკი,,,ფოსტენ ელი სულუკი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q560895,Gérard Latortue,Gérard Latortue,Gerard Latortue,Gérard Latortue,Gérard Latortue,Gérard Latortue,熱拉爾·拉托爾圖,Gérard Latortue,Gérard Latortue,,207329450,,1934-06-19,male,https://upload.wikimedia.org/wikipedia/commons/5/54/Latortue.jpg,Gérard,,,Gérard Latortue,,Gérard Latortue,,,,Gérard Latortue,Жерар Латортю,Gérard Latortue,Gérard Latortue,Gérard Latortue,Gérard Latortue,,,Gérard Latortue,,Gérard Latortue,Gérard Latortue,,,,Жерар Латортю,,/m/02l9fb,,diplomat,,154072044,,,,,,,,,Gérard Latortue,,,,Gérard Latortue,,,,熱拉爾·拉托爾蒂,,热拉尔·拉托尔蒂,,,,,ジェラール・ラトルチュ,,,,,,,,,,,,,,,,Gérard Latortue,,,,,Gérard Latortue,,,,,,Gérard Latortue,,ジェラール・ラトルチュ,,,,,Gérard Latortue,Gérard Latortue,Gérard Latortue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gérard Latortue,Gérard Latortue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.gerardlatortue.org,,,,,,,,,,,,,,,,,,,,,,,
Q562463,Martial Célestin,Martial Célestin,Martial Celestin,Martial Célestin,Martial Célestin,Martial Célestin,,Martial Célestin,Martial Célestin,,,2011-02-04,1913-10-04,male,,Martial,,,Martial Célestin,Martial Célestin,Martial Célestin,"Селестен, Мартиаль",,Martial Celestin,Martial Célestin,Мартіаль Селестен,Martial Celestin,Martial Celestin,Martial Celestin,Martial Célestin,,,Martial Célestin,Martial Célestin,Martial Célestin,Martial Célestin,Martial Célestin,"Селестен, Мартиаль",,Мартіаль Селестен,,/m/08nhjv,,politician,,,,Martial Célestin,,,,,,,Martial Célestin,,,,Martial Célestin,,,,馬提雅爾·塞萊斯坦,,马提雅尔·塞莱斯坦,,,,,マルシャル・セルスタン,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martial Célestin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martial Célestin,,,,,,Μαρσιάλ Σελεστέν,Μαρσιάλ Σελεστέν,,,,,,,,,,,,,,Martial Célestin,,,,,,,Martial Célestin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
