id,name,name__en,name__da,name__fr,name__es,name__de,name__nl,name__nb,name__nn,name__sv,name__hu,name__ru,name__sl,name__pl,name__ast,name__ar,name__ca,wikipedia__ar,wikipedia__da,wikipedia__de,wikipedia__en,wikipedia__fr,wikipedia__pl,gender,identifier__GND,identifier__LCAuth,identifier__VIAF,birth_date,identifier__EuroparlMEP,occupation,death_date,given_name,identifier__ISNI,family_name,identifier__ne_se,original_wikiname,name__it,name__fo,name__is,name__kl,name__fi,website,twitter,facebook,wikipedia__sv,name__sq,name__cy,name__he,wikipedia__commons,wikipedia__nl,wikipedia__no,wikipedia__sq,identifier__freebase,image,identifier__NTA,identifier__BIBSYS,identifier__PACE,name__eo,name__ro,name__zh,wikipedia__cy,wikipedia__eo,wikipedia__es,wikipedia__fi,wikipedia__ro,identifier__FAST,name__ia,wikipedia__ia,name__zh_hant,name__zh_cn,name__zh_hans,wikipedia__ca,wikipedia__fo,wikipedia__hu,wikipedia__is,wikipedia__ru,name__nds,identifier__DNF,name__de_ch,name__bar,name__en_ca,name__en_gb,name__gl,name__aa,name__af,name__ak,name__aln,name__an,name__ang,name__arn,name__ay,name__az,name__bcl,name__bi,name__bjn,name__bm,name__br,name__brh,name__bs,name__cbk_zam,name__cdo,name__ceb,name__ch,name__cho,name__chr,name__chy,name__co,name__cr,name__crh_latn,name__cs,name__csb,name__de_at,name__diq,name__dsb,name__dtp,name__ee,name__eml,name__et,name__eu,name__ext,name__ff,name__fit,name__fj,name__frp,name__frr,name__fur,name__fy,name__ga,name__gag,name__gd,name__gn,name__got,name__gsw,name__ha,name__hak,name__haw,name__hif_latn,name__ho,name__hr,name__hsb,name__ht,name__hz,name__id,name__ie,name__ig,name__ik,name__ike_latn,name__ilo,name__io,name__iu,name__jam,name__jbo,name__jv,name__kaa,name__kab,name__kg,name__ki,name__kj,name__kk_latn,name__kk_tr,name__kr,name__krj,name__ksh,name__ku,name__la,name__lad,name__lb,name__lfn,name__li,name__lij,name__lmo,name__ln,name__loz,name__lt,name__ltg,name__lus,name__lv,name__lzz,name__map_bms,name__mi,name__min,name__ms,name__mt,name__mus,name__mwl,name__na,name__nah,name__nap,name__nds_nl,name__ng,name__nov,name__nrm,name__nso,name__nv,name__ny,name__oc,name__om,name__pag,name__pam,name__pcd,name__pdc,name__pdt,name__pfl,name__pih,name__pms,name__prg,name__pt,name__pt_br,name__qu,name__qug,name__rif,name__rm,name__rmy,name__rn,name__roa_tara,name__rup,name__ruq_latn,name__rw,name__sat,name__sc,name__scn,name__sco,name__sdc,name__se,name__sei,name__sg,name__sgs,name__sh,name__shi_latn,name__sk,name__sli,name__sm,name__sma,name__sn,name__so,name__sr_el,name__srn,name__st,name__stq,name__sw,name__szl,name__tet,name__tg_latn,name__tk,name__tl,name__tn,name__to,name__tpi,name__tr,name__tru,name__ts,name__tt_latn,name__tum,name__ty,name__ug_latn,name__uz,name__ve,name__vec,name__vep,name__vi,name__vls,name__vmf,name__vo,name__vot,name__wa,name__war,name__wo,name__xh,name__yo,name__za,name__zea,name__zu,wikipedia__dawikiquote,name__uk,name__ka,name__ja,name__ko,name__el,name__fa,wikipedia__ast,wikipedia__el,wikipedia__fa,wikipedia__he,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__pt,wikipedia__simple,wikipedia__tr,wikipedia__uk,wikipedia__zh,identifier__Britannica,name__frc,name__mg,name__pap,name__rgn,wikipedia__eu,wikipedia__gl,identifier__CERL,identifier__google_knowledge,weblog,name__sje,name__smj,identifier__NUKAT,identifier__NLP,wikipedia__eswikiquote,identifier__CSFD,identifier__SFDb,identifier__PORT,wikipedia__et,wikipedia__mg,wikipedia__ie,identifier__GTAA,identifier__wikitree,wikipedia__sl,identifier__snac,wikipedia__br,wikipedia__kl,wikipedia__sh,identifier__youtube,identifier__google_plus,name__sr_ec,name__sr,wikipedia__sr,wikipedia__vi,instagram,wikipedia__cs,identifier__parlement,identifier__dialnet,name__lg,wikipedia__id,wikipedia__plwikiquote,wikipedia__io,wikipedia__nn,wikipedia__oc,name__be,name__ta,name__be_tarask,name__arz,name__hy,name__th,wikipedia__arz,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__hy,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__lv,wikipedia__ms,wikipedia__nds,wikipedia__sco,wikipedia__se,wikipedia__sk,wikipedia__ta,wikipedia__th,identifier__NNDB,identifier__quora,name__zh_hk,name__zh_sg,name__zh_tw,wikipedia__dawikisource,wikipedia__enwikisource,identifier__BAV,identifier__allmovie,identifier__google_scholar,identifier__ORCID,wikipedia__cswikiquote,political_alignment,wikipedia__dewikiquote,identifier__SCOPE,name__bg,name__tt,wikipedia__af,wikipedia__bg,wikipedia__enwikiquote,wikipedia__hsb,wikipedia__itwikiquote,wikipedia__jv,wikipedia__ka,wikipedia__qu,wikipedia__tt,wikipedia__uz,wikipedia__yo,identifier__bigenc_ru,identifier__AGORHA,name__azb,wikipedia__azb,wikipedia__gd,linkedin,name__kk,wikipedia__kk,wikipedia__fy,wikipedia__fiwikiquote,name__bn,name__mr,name__vro,name__ba,name__ne,name__mk,wikipedia__an,wikipedia__bn,wikipedia__bs,wikipedia__dewikinews,wikipedia__fawikiquote,wikipedia__fiu_vro,wikipedia__ga,wikipedia__hr,wikipedia__ku,wikipedia__mk,wikipedia__mr,wikipedia__ruwikinews,wikipedia__srwikinews,wikipedia__trwikinews,wikipedia__ukwikiquote,wikipedia__nowikiquote,name__gv,wikipedia__gv,identifier__nlg,wikipedia__li,identifier__TED,wikipedia__svwikiquote,wikipedia__species,identifier__N6I,identifier__PTBNP,wikipedia__nowikisource,wikipedia__svwikisource,identifier__LAC,name__ur,wikipedia__ur,name__aeb_arab,wikipedia__frwikiquote,name__pnb,name__ku_arab,name__ku_latn,name__pa,name__te,wikipedia__pa,wikipedia__pnb,wikipedia__slwikiquote,wikipedia__sw,identifier__nobel_prize,wikipedia__frwikisource,identifier__NPG
Q4992554,"Ulla Sandbæk","Ulla Sandbæk","Ulla Sandbæk","Ulla Sandbæk","Ulla Sandbæk","Ulla Sandbæk","Ulla Sandbæk","Ulla Sandbæk","Ulla Sandbæk","Ulla Sandbæk",,,"Ulla Sandbæk","Ulla Sandbæk","Ulla Sandbæk",,"Ulla Sandbæk",,"Ulla Sandbæk",,"Ulla Sandbæk","Ulla Sandbæk","Ulla Sandbæk",female,,,,1943-04-01,1067,politician,,Ulla,,"Sandbæk",,,,"Ulla Sandbæk","Ulla Sandbæk","Ulla Sandbæk","Ulla Sandbæk",http://www.ft.dk/Folketinget/findMedlem/ALTULSA.aspx,usandbaek,UllaSandbaekAlternativet,,,,,,,,,/m/0gwxs7,"https://upload.wikimedia.org/wikipedia/commons/5/55/Ulla_Sandbæk.jpg",,,,,"Ulla Sandbæk",,,,,,"Ulla Sandbæk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4993679,"Steen Andersen Bille","Steen Andersen Bille","Steen Andersen Bille","Steen Andersen Bille","Steen Andersen Bille","Steen Andersen Bille",,,,"Steen Andersen Bille",,,"Steen Andersen Bille",,"Steen Andersen Bille",,"Steen Andersen Bille",,"Steen Andersen Bille (viceadmiral)","Steen Andersen Bille (Marineminister)","Steen Andersen Bille (1797–1883)","Steen Andersen Bille (1797-1883)",,male,1035783797,n91127783,165872537,1797-12-05,,"navy officer",1883-05-02,Steen,"0000 0001 1353 8262",Bille,,,,,,,,,,,"Steen Andersen Bille (viceamiral)",,,,"Category:Steen Andersen Bille (naval officer)",,,,,https://upload.wikimedia.org/wikipedia/commons/5/50/Steen_Andersen_Bille_1797-1883.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,"Steen Andersen Bille",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steen Andersen Bille",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cnp02077743,,,,,,,,,,,,,,,,,w67n2wbj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4994523,"Bernt Johan Collet","Bernt Johan Collet","Bernt Johan Collet","Bernt Johan Collet","Bernt Johan Collet","Bernt Johan Collet","Bernt Johan Collet","Bernt Johan Collet",,"Bernt Johan Collet",,,"Bernt Johan Collet",,"Bernt Johan Collet",,"Bernt Johan Collet",,"Bernt Johan Collet",,"Bernt Johan Collet","Bernt Johan Collet",,male,,,,1941-11-23,,politician,,Bernt,,,,,,,,,,http://www.collet.dk/,,,"Bernt Johan Collet",,,,,,"Bernt Johan Collet",,/m/062_hg,"https://upload.wikimedia.org/wikipedia/commons/8/83/BJC-Portræt.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4994613,"Malou Aamund","Malou Aamund","Malou Aamund","Malou Aamund","Malou Aamund","Malou Aamund","Malou Aamund","Malou Aamund","Malou Aamund","Malou Aamund","Malou Aamund",,"Malou Aamund",,"Malou Aamund",,"Malou Aamund",,"Malou Aamund",,"Malou Aamund",,,female,,,,1969-07-28,,politician,,Malou,,Aamund,,,,"Malou Aamund","Malou Aamund","Malou Aamund","Malou Aamund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Malou Aamund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Malou Aamund","Малу Амунд",,,,,,,,,,,,,"Malou Aamund",,,"Малу Амунд",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4994622,"Pernille Frahm","Pernille Frahm","Pernille Frahm","Pernille Frahm","Pernille Frahm","Pernille Frahm",,,,,,,"Pernille Frahm","Pernille Frahm","Pernille Frahm",,"Pernille Frahm",,"Pernille Frahm",,,,"Pernille Frahm",female,,nb2007002483,56137227,1954-04-01,4437,politician,,Pernille,"0000 0000 3885 7828",Frahm,,,,,,,"Pernille Frahm",,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/4b/1_maj_Pernille_Frahm.jpg,,,4043,,"Pernille Frahm",,,,,,"Pernille Frahm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50042791,"Peder Jørgensen","Peder Jørgensen","Peder Jørgensen","Peder Jørgensen","Peder Jørgensen",,"Peder Jørgensen","Peder Jørgensen","Peder Jørgensen","Peder Jørgensen",,,"Peder Jørgensen",,"Peder Jørgensen",,"Peder Jørgensen",,"Peder Jørgensen",,,,,male,,,,1835,,agriculturalist,,Peder,,"Jørgensen",,,,"Peder Jørgensen","Peder Jørgensen",,,,,,,,,,"Category:Peder Jørgensen",,,,,"https://upload.wikimedia.org/wikipedia/commons/3/34/Peder_Jørgensen.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Peder Jørgensen",,,,,,,,,"Peder Jørgensen",,,,,,,"Peder Jørgensen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Peder Jørgensen","Peder Jørgensen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50043094,"Charles Nanke","Charles Nanke","Charles Nanke","Charles Nanke","Charles Nanke",,"Charles Nanke","Charles Nanke","Charles Nanke","Charles Nanke",,,"Charles Nanke",,"Charles Nanke",,"Charles Nanke",,"Charles Nanke",,,,,male,,,,1847,,,,Charles,,Nanke,,,,"Charles Nanke","Charles Nanke",,,,,,,,,,"Category:Charles Nanke",,,,,"https://upload.wikimedia.org/wikipedia/commons/5/51/Charles_Nanke_1891_by_J._Petersen_&_Søn_(cropped).jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charles Nanke",,,,,,,,,"Charles Nanke",,,,,,,"Charles Nanke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charles Nanke","Charles Nanke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50082686,"Lars Hansen","Lars Hansen","Lars Hansen","Lars Hansen","Lars Hansen","Lars Hansen","Lars Hansen","Lars Hansen","Lars Hansen","Lars Hansen",,,"Lars Hansen",,"Lars Hansen",,"Lars Hansen",,"Lars Hansen (politiker)",,,,,male,,,,1803-04-02,,agriculturalist,1895-03-08,Lars,,Hansen,,,,"Lars Hansen",,,,,,,,,,,"Category:Lars Hansen (politician)",,,,,https://upload.wikimedia.org/wikipedia/commons/0/0f/Lars_Hansen_1803-1895_(cropped).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lars Hansen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50086605,"Hans Christian Johansen","Hans Christian Johansen","Hans Christian Johansen","Hans Christian Johansen","Hans Christian Johansen","Hans Christian Johansen","Hans Christian Johansen","Hans Christian Johansen","Hans Christian Johansen","Hans Christian Johansen",,,"Hans Christian Johansen",,"Hans Christian Johansen",,"Hans Christian Johansen",,"Hans Christian Johansen (politiker)",,,,,male,,,,1805-01-08,,politician,1863-11-29,Hans,,Johansen,,,,"Hans Christian Johansen",,,,,,,,,,,"Category:Hans Christian Johansen",,,,,https://upload.wikimedia.org/wikipedia/commons/0/0b/Hans_Christian_Johansen.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hans Christian Johansen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50095967,"Hans Peder Johansen","Hans Peder Johansen","Hans Peder Johansen","Hans Peder Johansen","Hans Peder Johansen","Hans Peder Johansen","Hans Peder Johansen","Hans Peder Johansen","Hans Peder Johansen","Hans Peder Johansen",,,"Hans Peder Johansen",,"Hans Peder Johansen",,"Hans Peder Johansen",,"H.P. Johansen",,,,,male,,,,1881-03-24,,educator,1962-04-17,Hans,,Johansen,,,,"Hans Peder Johansen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hans Peder Johansen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50134898,"Frederik Dahl","Frederik Dahl","Frederik Dahl","Frederik Dahl","Frederik Dahl","Frederik Dahl","Frederik Dahl","Frederik Dahl","Frederik Dahl","Frederik Dahl",,,"Frederik Dahl",,"Frederik Dahl",,"Frederik Dahl",,"Frederik Dahl",,,,,male,,,,1822-02-10,,rector,1920-02-23,Frederik,,Dahl,,,,"Frederik Dahl",,,,,,,,,,,"Category:Frederik Dahl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frederik Dahl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5015,"Mette Frederiksen","Mette Frederiksen","Mette Frederiksen","Mette Frederiksen","Mette Frederiksen","Mette Frederiksen","Mette Frederiksen","Mette Frederiksen","Mette Frederiksen","Mette Frederiksen","Mette Frederiksen","Метте Фредериксен","Mette Frederiksen","Mette Frederiksen","Mette Frederiksen","ميت فريدريكسن","Mette Frederiksen","ميت فريدريكسن","Mette Frederiksen","Mette Frederiksen","Mette Frederiksen","Mette Frederiksen","Mette Frederiksen",female,1130430634,,307233552,1977-11-19,,politician,,Mette,,Frederiksen,,,"Mette Frederiksen",,,,"Mette Frederiksen",,,,"Mette Frederiksen",,,,"Category:Mette Frederiksen","Mette Frederiksen","Mette Frederiksen",,/m/0b6p50r,https://upload.wikimedia.org/wikipedia/commons/d/d0/Mette_Frederiksen_-_2010.jpg,,,,,,"梅特•弗雷德里克森",,,"Mette Frederiksen","Mette Frederiksen",,,,,,,,,,,,,,,,,,,"Mette Frederiksen",,,,,"Mette Frederiksen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mette Frederiksen",,"Mette Frederiksen",,,,,,,,,,,,,,,,,,,,,"Mette Frederiksen",,,,,,,,,,,,,,,,,,,,,,"Mette Frederiksen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mette Frederiksen",,,,,,,,,,,"Mette Frederiksen",,,,,,,,,,,,,,,"Mette Frederiksen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mette Frederiksen","Метте Фредріксен",,"メッテ・フレデリクセン",,,"مته فردریکسن",,,"مته فردریکسن",,,,,,,,"Метте Фредріксен",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mette Frederiksen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q503087,"Hans Hedtoft","Hans Hedtoft","Hans Hedtoft","Hans Hedtoft","Hans Hedtoft","Hans Hedtoft","Hans Hedtoft","Hans Hedtoft","Hans Hedtoft","Hans Hedtoft","Hans Hedtoft","Хеттофт, Ханс","Hans Hedtoft","Hans Hedtoft",,,"Hans Hedtoft",,"Hans Hedtoft","Hans Hedtoft","Hans Hedtoft","Hans Hedtoft","Hans Hedtoft",male,120119811,no97060155,64829797,1903-04-21,,politician,1955-01-29,Hans,"0000 0000 6678 3432",Hedtoft,hans-hedtoft,,"Hans Hedtoft","Hans Hedtoft","Hans Hedtoft","Hans Hedtoft","Hans Hedtoft",,,,"Hans Hedtoft",,,,"Category:Hans Hedtoft","Hans Hedtoft (politicus)","Hans Hedtoft",,/m/05hyls,https://upload.wikimedia.org/wikipedia/commons/9/9d/Hans_hedtoft.jpg,17519243X,,345,,,,,,,"Hans Hedtoft",,398807,,,"漢斯·赫托夫","汉斯·赫托夫","汉斯·赫托夫","Hans Hedtoft",,,,"Хеттофт, Ханс",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hans Hedtoft",,,,,,,,"Hans Hedtoft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hans Hedtoft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hans Christian Hedtoft Hansen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hans Hedtoft",,,,,,,,,,,,,,,,,,,,,,,,,"Ганс Гедтофт",,"ハンス・ヘドフト","한스 헤드토프트","Χανς Χένττοφτ",,,,,,"Hans Hedtoft",,"한스 헤드토프트","Hans Hedtoft",,"Hans Hedtoft","Ганс Гедтофт",,biography/Hans-Hedtoft,,,,,,,,,,,,,,,,,,"Hans Hedtoft",,,108095,,,w63f7npq,,,,,,,,,,,"Hans Hedtoft",,,,,,"Hans Hedtoft","Hans Hedtoft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50354006,"Marianne Bredal","Marianne Bredal","Marianne Bredal","Marianne Bredal","Marianne Bredal",,"Marianne Bredal","Marianne Bredal","Marianne Bredal","Marianne Bredal",,,"Marianne Bredal",,"Marianne Bredal",,"Marianne Bredal",,,,,,,female,,,,,,politician,,Marianne,,Bredal,,,,"Marianne Bredal","Marianne Bredal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marianne Bredal",,,,,,,,,"Marianne Bredal",,,,,,,"Marianne Bredal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marianne Bredal","Marianne Bredal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
