id,name__en,name__zh,name__ms,name__es,name__id,name__de,name__nb,name__da,name__nn,name__sv,name__nl,name__hu,name,wikipedia__en,wikipedia__id,wikipedia__ms,wikipedia__zh,gender,birth_date,identifier__freebase,original_wikiname,name__fr,image,given_name,name__cy,wikipedia__de,identifier__VIAF,identifier__GND,identifier__LCAuth,death_date,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__jv,name__pl,name__eu,name__qu,name__ta,name__et,name__my,name__pt,name__eo,name__is,name__ru,name__tr,name__hak,name__mk,name__fi,name__uk,name__be_tarask,name__ne,name__az,name__tl,name__kk_arab,name__kk_cn,name__kk_tr,name__kk_kz,name__kk_cyrl,name__kk_latn,name__nan,name__be,name__ko,name__he,name__lv,name__it,name__li,name__ja,name__vi,name__yue,name__sh,name__sa,name__hi,name__ro,name__th,name__ca,name__war,name__cs,name__bg,name__fa,name__mr,name__km,name__kk,name__sr,name__ar,name__ky,name__new,name__sco,name__si,name__la,name__mg,name__bcl,name__lzh,name__pnb,name__wuu,name__yi,name__ur,name__ba,name__ka,name__ml,name__sd,name__tt,name__vo,name__hy,name__io,name__lb,name__lo,name__mn,name__te,name__gu,name__bn,name__gl,name__ast,name__el,wikipedia__ar,wikipedia__arwikiquote,wikipedia__ast,wikipedia__az,wikipedia__ba,wikipedia__bcl,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cy,wikipedia__da,wikipedia__dewikiquote,wikipedia__el,wikipedia__enwikinews,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__gu,wikipedia__hak,wikipedia__he,wikipedia__hi,wikipedia__hu,wikipedia__hy,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__jv,wikipedia__ka,wikipedia__kk,wikipedia__km,wikipedia__ko,wikipedia__ky,wikipedia__la,wikipedia__lb,wikipedia__li,wikipedia__lo,wikipedia__lv,wikipedia__mg,wikipedia__mk,wikipedia__ml,wikipedia__mn,wikipedia__mr,wikipedia__my,wikipedia__ne,wikipedia__new,wikipedia__nl,wikipedia__nn,wikipedia__nnwikiquote,wikipedia__no,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pnb,wikipedia__pt,wikipedia__qu,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sa,wikipedia__sco,wikipedia__sd,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__te,wikipedia__th,wikipedia__thwikiquote,wikipedia__tl,wikipedia__tr,wikipedia__tt,wikipedia__uk,wikipedia__ukwikiquote,wikipedia__ur,wikipedia__vi,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yi,wikipedia__zh_classical,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__zhwikiquote,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__NDL,family_name,identifier__NNDB,identifier__CANTIC,identifier__Munzinger,identifier__FAST,identifier__CSPAN,identifier__wikitree,identifier__NLA,identifier__NTA,identifier__NLAtrove,name__nds,name__vmf,name__en_ca,name__en_gb,twitter,facebook,name__min,wikipedia__min,website,name__so,name__ckb,name__bs,name__ace,wikipedia__ace,wikipedia__bswikiquote,wikipedia__ckb,wikipedia__itwikiquote,wikipedia__so,wikipedia__trwikiquote,identifier__MusicBrainz,identifier__GTAA,name__yo,name__lt,name__oc,wikipedia__eowikinews,wikipedia__lt,wikipedia__yo,name__de_ch,name__pt_br,wikipedia__oc,identifier__Oxforddnb,identifier__bigenc_ru,name__br,name__co,name__ty,identifier__OLID,wikipedia__gl,name__zh_mo,name__lmo,name__pa,wikipedia__pa,name__sk,name__zh_my,identifier__NLI,identifier__britishmuseum,identifier__NPG,occupation,identifier__google_knowledge,identifier__nyt_topic,wikipedia__kn,name__kn,identifier__snac,identifier__Britannica,identifier__quora,wikipedia__si,name__fo,name__kl,wikipedia__uz,identifier__ioc_athlete,name__uz,instagram
Q7531897,Siti Zailah Mohd Yusoff,西蒂再拉,Siti Zailah Muhd Yusoff,,Siti Zailah Mohd Yusoff,Siti Zailah Mohd Yusoff,Siti Zailah Muhd Yusoff,Siti Zailah Muhd Yusoff,Siti Zailah Muhd Yusoff,Siti Zailah Muhd Yusoff,Siti Zailah Mohd Yusoff,,Siti Zailah Mohd Yusoff,Siti Zailah Mohd Yusoff,Siti Zailah Mohd Yusoff,Siti Zailah Muhd Yusoff,西蒂再拉,female,1963-10-12,,Siti Zailah Mohd Yusoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7532427,Sivarasa Rasiah,西华拉沙,Sivarasa K. Rasiah,Sivarasa Rasiah,Sivarasa Rasiah,Sivarasa Rasiah,Sivarasa K. Rasiah,Sivarasa K. Rasiah,Sivarasa K. Rasiah,Sivarasa K. Rasiah,,,Sivarasa Rasiah,Sivarasa Rasiah,Sivarasa Rasiah,Sivarasa K. Rasiah,西华拉沙,male,1956-12-08,,Sivarasa Rasiah,,,,,,,,,,,西華拉沙,,,,,,,,,சிவராசா ராசையா,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,சிவராசா ராசையா,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7610305,Stephen R. Evans,,,,,,,,,,Stephen R. Evans,,Stephen R. Evans,Stephen R. Evans,,,,male,,,Stephen R. Evans,,,Stephen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7610905,Stephen Yong Kuet Tze,,,,,Stephen Yong Kuet Tze,,,,,Stephen Yong Kuet Tze,,Stephen Yong Kuet Tze,Stephen Yong Kuet Tze,,,,male,1921,,Stephen Yong Kuet Tze,Stephen Yong Kuet Tze,,Stephen,,,,,,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7615273,Steven Sim,,,,,,,,,,Steven Sim,,Steven Sim,Steven Sim,,,,male,1982-05-13,,Steven Sim,Steven Sim,,Steven,,,271473132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steven Sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7635954,Sulaiman Abdul Rahman Taib,苏莱曼阿都拉曼,Sulaiman Abdul Rahman Abdul Taib,,Sulaiman Abdul Rahman Taib,Sulaiman Abdul Rahman Taib,Sulaiman Abdul Rahman Abdul Taib,Sulaiman Abdul Rahman Abdul Taib,Sulaiman Abdul Rahman Abdul Taib,Sulaiman Abdul Rahman Abdul Taib,Sulaiman Abdul Rahman Taib,,Sulaiman Abdul Rahman Taib,Sulaiman Abdul Rahman Taib,Sulaiman Abdul Rahman Taib,Sulaiman Abdul Rahman Abdul Taib,苏莱曼阿都拉曼,male,1968-05-31,,Sulaiman Abdul Rahman Taib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7660318,Syed Esa Alwee,,Syed Esa Alwee,,,Syed Esa Alwee,Syed Esa Alwee,Syed Esa Alwee,Syed Esa Alwee,Syed Esa Alwee,,,Syed Esa Alwee,Syed Esa Alwee,,Syed Esa Alwee,,male,,,Syed Esa Alwee,,,Syed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7660351,Syed Jaafar Albar,,Syed Jaafar Albar,,Syed Jaafar Albar,Syed Jaafar Albar,Syed Jaafar Albar,Syed Jaafar Albar,Syed Jaafar Albar,Syed Jaafar Albar,Syed Jaafar Albar,,Syed Jaafar Albar,Syed Jaafar Albar,Syed Jaafar Albar,Syed Jaafar Albar,,male,1914,,Syed Jaafar Albar,Syed Jaafar Albar,,Syed,,,,,,1977-01-14,,賽·查花·阿峇,,赛·查花·阿峇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7660415,Syed Nasir Ismail,賽那昔,,,,Syed Nasir Ismail,,,,,Syed Nasir Ismail,,Syed Nasir Ismail,Syed Nasir Ismail,,,,male,1921-03-07,,Syed Nasir Ismail,Syed Nasir Ismail,,Syed,,,,,,1982,,賽那昔,,赛那昔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7675880,Taib Azamudden Md Taib,塔伊阿扎慕定,Taib Azamudden Md Taib,,Taib Azamudden Md Taib,Taib Azamudden Md Taib,Taib Azamudden Md Taib,Taib Azamudden Md Taib,Taib Azamudden Md Taib,Taib Azamudden Md Taib,Taib Azamudden Md Taib,,Taib Azamudden Md Taib,Taib Azamudden Md Taib,Taib Azamudden Md Taib,Taib Azamudden Md Taib,塔伊阿扎慕定,male,1950-10-19,,Taib Azamudden Md Taib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7676883,Tajol Rosli Mohd Ghazali,,Mohd Tajol Rosli Mohd Ghazali,Tajol Rosli Mohd Ghazali,,Tajol Rosli Mohd Ghazali,Mohd Tajol Rosli Mohd Ghazali,Mohd Tajol Rosli Mohd Ghazali,Mohd Tajol Rosli Mohd Ghazali,Mohd Tajol Rosli Mohd Ghazali,Tajol Rosli Mohd Ghazali,Tajol Rosli Mohd Ghazali,Tajol Rosli Mohd Ghazali,Tajol Rosli Mohd Ghazali,,Mohd Tajol Rosli Mohd Ghazali,,male,1944-11-06,,Tajol Rosli Mohd Ghazali,Tajol Rosli Mohd Ghazali,,Mohd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7676902,Tajuddin Abdul Rahman,达祖丁,Tajuddin Abdul Rahman,,Tajuddin Abdul Rahman,Tajuddin Abdul Rahman,Tajuddin Abdul Rahman,Tajuddin Abdul Rahman,Tajuddin Abdul Rahman,Tajuddin Abdul Rahman,Tajuddin Abdul Rahman,,Tajuddin Abdul Rahman,Tajuddin Abdul Rahman,Tajuddin Abdul Rahman,Tajuddin Abdul Rahman,达祖丁,male,1948-01-17,/m/09v8hw1,Tajuddin Abdul Rahman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7682024,Tan Chai Ho,,,Tan Chai Ho,,Tan Chai Ho,,,,,Tan Chai Ho,Tan Chai Ho,Tan Chai Ho,Tan Chai Ho,,,,male,1949-02-07,,Tan Chai Ho,Tan Chai Ho,,Tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tan Chai Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7682027,Tan Chee Khoon,陳志勤,Tan Chee Khoon,Tan Chee Khoon,,Tan Chee Khoon,Tan Chee Khoon,Tan Chee Khoon,Tan Chee Khoon,Tan Chee Khoon,Tan Chee Khoon,Tan Chee Khoon,Tan Chee Khoon,Tan Chee Khoon,,Tan Chee Khoon,,male,1919-03-04,,Tan Chee Khoon,Tan Chee Khoon,,Tan,,,64805613,,n84157654,1996-10-14,,,,陈志勤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 8389 3596,,,,,,,,,143514,,,,,,Tan Chee Khoon,Tan Chee Khoon,Tan Chee Khoon,Tan Chee Khoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7682080,Tan Kok Wai,陈国伟,Tan Kok Wai,,Tan Kok Wai,Tan Kok Wai,Tan Kok Wai,Tan Kok Wai,Tan Kok Wai,Tan Kok Wai,Tan Kok Wai,,Tan Kok Wai,Tan Kok Wai,Tan Kok Wai,Tan Kok Wai,陈国伟,male,1957-10-07,/m/09v6rbk,Tan Kok Wai,Tan Kok Wai,,Tan,,,,,,,,,,,,,,,,,டான் கோக் வேய்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,டான் கோக் வேய்,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7682091,Tan Lian Hoe,陈莲花,Tan Lian Hoe,,Tan Lian Hoe,Tan Lian Hoe,Tan Lian Hoe,Tan Lian Hoe,Tan Lian Hoe,Tan Lian Hoe,Tan Lian Hoe,,Tan Lian Hoe,Tan Lian Hoe,Tan Lian Hoe,Tan Lian Hoe,陈莲花,female,1958-11-14,,Tan Lian Hoe,,,Tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7682110,Tan Seng Giaw,陈胜尧,Tan Seng Giaw,Tan Seng Giaw,Tan Seng Giaw,Tan Seng Giaw,Tan Seng Giaw,Tan Seng Giaw,Tan Seng Giaw,Tan Seng Giaw,Tan Seng Giaw,,Tan Seng Giaw,Tan Seng Giaw,Tan Seng Giaw,Tan Seng Giaw,陈胜尧,male,1942-05-26,/m/06xq9g,Tan Seng Giaw,Tan Seng Giaw,,Tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,
Q7682139,Tan Tee Beng,陈智铭,Tan Tee Beng,,Tan Tee Beng,Tan Tee Beng,Tan Tee Beng,Tan Tee Beng,Tan Tee Beng,Tan Tee Beng,Tan Tee Beng,,Tan Tee Beng,Tan Tee Beng,Tan Tee Beng,Tan Tee Beng,陈智铭,male,1972,/m/09v50km,Tan Tee Beng,,,Tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7699734,Teng Boon Soon,邓文村,Ling Ban San @ Teng Boon Soon,,Teng Boon Soon,Teng Boon Soon,Ling Ban San @ Teng Boon Soon,Ling Ban San @ Teng Boon Soon,Ling Ban San @ Teng Boon Soon,Ling Ban San @ Teng Boon Soon,Teng Boon Soon,,Teng Boon Soon,Teng Boon Soon,Teng Boon Soon,Ling Ban San @ Teng Boon Soon,邓文村,male,1941-08-30,/m/0b6jdt5,Teng Boon Soon,Teng Boon Soon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7699790,Tengku Adnan Tengku Mansor,东姑安南,Tengku Adnan Tengku Mansor,,Tengku Adnan Tengku Mansor,Tengku Adnan Tengku Mansor,Tengku Adnan Tengku Mansor,Tengku Adnan Tengku Mansor,Tengku Adnan Tengku Mansor,Tengku Adnan Tengku Mansor,Tengku Adnan Tengku Mansor,,Tengku Adnan Tengku Mansor,Tengku Adnan,Tengku Adnan Tengku Mansor,Tengku Adnan Tengku Mansor,东姑安南,male,1950-12-20,,Tengku Adnan,Tengku Adnan Tengku Mansor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,텡쿠 아드난 텡쿠 만소르,,,,,テンク・アドナン・テンク・マンソル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,텡쿠 아드난 텡쿠 만소르,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7699800,Tengku Azlan Sultan Abu Bakar,东姑阿兹兰,Tengku Azlan Ibni Sultan Abu Bakar,,Tengku Azlan Sultan Abu Bakar,Tengku Azlan Sultan Abu Bakar,Tengku Azlan Ibni Sultan Abu Bakar,Tengku Azlan Ibni Sultan Abu Bakar,Tengku Azlan Ibni Sultan Abu Bakar,Tengku Azlan Ibni Sultan Abu Bakar,Tengku Azlan Sultan Abu Bakar,,Tengku Azlan Sultan Abu Bakar,Tengku Azlan,Tengku Azlan Sultan Abu Bakar,Tengku Azlan Ibni Sultan Abu Bakar,东姑阿兹兰,male,1949-07-21,,Tengku Azlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7699810,Tengku Razaleigh Hamzah,东姑拉沙里,Tengku Razaleigh bin Tengku Mohd Hamzah,Tengku Razaleigh Hamzah,Tengku Razaleigh Hamzah,Tengku Razaleigh Hamzah,,,,,Tengku Razaleigh Hamzah,Tengku Razaleigh Hamzah,Tengku Razaleigh Hamzah,Tengku Razaleigh Hamzah,Tengku Razaleigh Hamzah,Tengku Razaleigh bin Tengku Mohd Hamzah,东姑拉沙里,male,1937-04-13,,Tengku Razaleigh Hamzah,Tengku Razaleigh Hamzah,https://upload.wikimedia.org/wikipedia/commons/6/63/Tengku-razaleigh.jpg,,,,25979961,,n83131625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,トゥンク・ラザレイ・ハムザ,,,,,,,,,,,,تنگکو رزالیق حمزه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تنگکو رزالیق حمزه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114524,,,,,,,,,,,,,,,,,,,,,,,,,,144891,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7700985,Teo Nie Ching,张念群,Teo Nie Ching,Teo Nie Ching,Teo Nie Ching,Teo Nie Ching,Teo Nie Ching,Teo Nie Ching,Teo Nie Ching,Teo Nie Ching,Teo Nie Ching,Teo Nie Ching,Teo Nie Ching,Teo Nie Ching,Teo Nie Ching,Teo Nie Ching,张念群,female,1981-01-27,/m/09v6dcq,Teo Nie Ching,Teo Nie Ching,https://upload.wikimedia.org/wikipedia/commons/c/c8/Nq.jpg,Teo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teo Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7702167,Teresa Kok,郭素沁,Teresa Kok,Teresa Kok,Teresa Kok,Teresa Kok,Teresa Kok,Teresa Kok,Teresa Kok,Teresa Kok,Teresa Kok,Teresa Kok,Teresa Kok,Teresa Kok,Teresa Kok,Teresa Kok,郭素沁,female,1964-03-31,/m/05vhj6,Teresa Kok,Teresa Kok,,Teresa,,,282090353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
