id,name__es,name__en,name__nl,name__fr,name__hu,name,wikipedia__es,gender,birth_date,given_name,original_wikiname,name__it,image,name__de,wikipedia__en,identifier__ISNI,identifier__VIAF,identifier__SUDOC,death_date,identifier__FAST,name__cy,identifier__GND,identifier__LCAuth,name__nb,name__da,name__nn,name__sv,name__ru,name__ca,name__gl,second_surname,name__pl,name__mg,wikipedia__mg,wikipedia__pl,wikipedia__de,wikipedia__ru,wikipedia__fr,name__zh_hant,name__zh_cn,name__tr,name__zh,wikipedia__trwikiquote,identifier__freebase,wikipedia__it,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__eu,name__wa,name__ko,name__he,name__oc,name__lv,name__ja,name__scn,name__pt,name__eo,name__fi,name__uk,name__la,name__cs,name__bg,name__fa,name__ksh,name__lt,name__tl,wikipedia__bg,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cswikiquote,wikipedia__da,wikipedia__dewikiquote,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eswikiquote,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__he,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ko,wikipedia__ksh,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pt,wikipedia__scn,wikipedia__simple,wikipedia__sv,wikipedia__tl,wikipedia__uk,wikipedia__wa,wikipedia__zh,identifier__BNF,identifier__NDL,identifier__SBN_it,identifier__NTA,family_name,name__nov,wikipedia__nov,website,twitter,facebook,name__en_ca,name__en_gb,name__sk,name__et,wikipedia__et,identifier__GTAA,name__qu,name__gd,name__be,name__af,name__yo,name__id,name__sq,name__vi,name__el,name__ar,name__sr_el,name__sr_ec,name__be_tarask,name__io,name__gv,name__sr,name__ro,name__az,name__sco,wikipedia__af,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__el,wikipedia__gd,wikipedia__gl,wikipedia__gv,wikipedia__id,wikipedia__io,wikipedia__nn,wikipedia__qu,wikipedia__ro,wikipedia__sco,wikipedia__sq,wikipedia__sr,wikipedia__tr,wikipedia__vi,wikipedia__yo,identifier__IMDB,identifier__NKC,identifier__CANTIC,identifier__Munzinger,identifier__CSPAN,identifier__OLID,identifier__BNE,instagram,name__de_ch,name__pt_br,identifier__NNDB,linkedin,occupation,identifier__google_plus,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__frc,name__frp,name__fur,name__ga,name__gsw,name__hr,name__ia,name__ie,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wo,name__zu,identifier__nlg,identifier__snac,wikipedia__fawikiquote,wikipedia__eswikinews,identifier__TED,identifier__Britannica,identifier__PTBNP,identifier__SELIBR,wikipedia__plwikiquote,wikipedia__eswikisource,name__sl,identifier__bigenc_ru,identifier__CiNii,pseudonym,identifier__youtube,wikipedia__ast,name__hy,wikipedia__hy,identifier__goodreads,wikipedia__lb,wikipedia__zh_yue,name__yue,identifier__BVMC,identifier__BIBSYS,identifier__BAV,identifier__N6I,wikipedia__ruwikinews,wikipedia__tt,name__tt,identifier__NLP,honorific_prefix
Q5805834,Dieb Maloof,Dieb Maloof,Dieb Maloof,Dieb Maloof,Dieb Maloof,Dieb Maloof,Dieb Maloof,male,1964,,,Dieb Maloof,https://upload.wikimedia.org/wikipedia/commons/d/d5/DIEB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dieb Maloof,,,,,,,,,,,,,,,,,,,,
Q5807039,Mario Londoño Arcila,Mario Londoño Arcila,Mario Londoño Arcila,Mario Londoño Arcila,Mario Londoño Arcila,Mario Londoño Arcila,Mario Londoño Arcila,male,"",Mario,,,,,,,,,2007-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mario Londoño Arcila,,,,,,,,,,,,,,,,,,,,
Q5812893,Domingo Roncancio Jiménez,Domingo Roncancio Jiménez,Domingo Roncancio Jiménez,Domingo Roncancio Jiménez,Domingo Roncancio Jiménez,Domingo Roncancio Jiménez,Domingo Roncancio Jiménez,male,1930-04-26,Domingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domingo Roncancio Jiménez,,,,,,,,,,,,,,,,,,,,
Q5818516,Edinson Delgado,Edinson Delgado,Edinson Delgado,Edinson Delgado,Edinson Delgado,Edinson Delgado,Edinson Delgado,male,1959-08-20,,,Edinson Delgado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edinson Delgado,,,,,,,,,,,,,,,,,,,,
Q5819454,Eduardo Merlano,Eduardo Merlano,Eduardo Merlano,Eduardo Merlano,Eduardo Merlano,Eduardo Merlano,Eduardo Merlano,male,1976-08-16,Eduardo,,Eduardo Merlano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eduardo Merlano,,,,,,,,,,,,,,,,,,,,
Q5819656,Eduardo Romo Rosero,Eduardo Romo Rosero,Eduardo Romo Rosero,Eduardo Romo Rosero,Eduardo Romo Rosero,Eduardo Romo Rosero,Eduardo Romo Rosero,male,1946-09-24,Eduardo,,Eduardo Romo Rosero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eduardo Romo Rosero,,,,,,,,,,,,,,,,,,,,
Q5820273,Efraín Cepeda,Efraín Cepeda,Efraín Cepeda,Efraín Cepeda,Efraín Cepeda,Efraín Cepeda,Efraín Cepeda,male,1950-05-24,Efraín,,,https://upload.wikimedia.org/wikipedia/commons/7/77/Efrain_Cepeda.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Efraín Cepeda,,,,,,,,,,,,,,,,,,,,
Q5820301,Efraín Torrado,Efraín Torrado,Efraín Torrado,Efraín Torrado,Efraín Torrado,Efraín Torrado,Efraín Torrado,male,"",Efraín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Efraín Torrado,,,,,,,,,,,,,,,,,,,,
Q5830007,Elsa Gladys Cifuentes,Elsa Gladys Cifuentes,Elsa Gladys Cifuentes,Elsa Gladys Cifuentes,Elsa Gladys Cifuentes,Elsa Gladys Cifuentes,Elsa Gladys Cifuentes,female,1963-03-03,Elsa,,,https://upload.wikimedia.org/wikipedia/commons/9/99/Defensora_del_Pueblo._Risaralda.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Elsa Gladys Cifuentes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elsa Gladys Cifuentes,,,,,,,,,,,,,,,,,,,,
Q5833403,Enrique Gómez Montealegre,Enrique Gómez Montealegre,Enrique Gómez Montealegre,Enrique Gómez Montealegre,Enrique Gómez Montealegre,Enrique Gómez Montealegre,Enrique Gómez Montealegre,male,1947-12-19,Enrique,,,,,,,,,,,,,,,,,,,Enrique Gómez Montealegre,Enrique Gómez Montealegre,Montealegre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gómez,,,http://www.cmb.org.co/,iglesiabethesda,pastorenriquegomez,,,,,,,,,,,,,,,,خورخي غوميز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enrique Gómez Montealegre,,,,,,,,,,,,,,,,,,,,
Q5836985,Ernesto Ramiro Estacio,Ernesto Ramiro Estacio,Ernesto Ramiro Estacio,Ernesto Ramiro Estacio,Ernesto Ramiro Estacio,Ernesto Ramiro Estacio,Ernesto Ramiro Estacio,male,"",Ernesto,,Ernesto Ramiro Estacio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ernesto Ramiro Estacio,,,,,,,,,,,,,,,,,,,,
Q5842032,Víctor Renán Barco,Víctor Renán Barco,Víctor Renán Barco,Víctor Renán Barco,Víctor Renán Barco,Víctor Renán Barco,Víctor Renán Barco,male,1928-04-30,Víctor,,,,,,,,,2009-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Víctor Renán Barco,,,,,,,,,,,,,,,,,,,,
Q5853796,Ezequiel Rojas,Ezequiel Rojas,Ezequiel Rojas,Ezequiel Rojas,Ezequiel Rojas,Ezequiel Rojas,Ezequiel Rojas,male,1803-09-13,Ezequiel,,,,,,0000 0000 7379 1908,40795452,183643755,1873-08-21,152595,,,n85022060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OL906550A,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ezequiel Rojas,,,,,,,,,,,,,,,,,,,,
Q5858080,Felipe Angulo,Felipe Angulo,Felipe Angulo,Felipe Angulo,Felipe Angulo,Felipe Angulo,Felipe Angulo,male,1854-04-24,Felipe,,Felipe Angulo,,Felipe Angulo,,,41002910,,1912-03-24,272812,,,n90673325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felipe Angulo,,,,,,,,,,,,,,,,,,,,
Q5860298,Fernando Tamayo Tamayo,Fernando Tamayo Tamayo,Fernando Tamayo Tamayo,Fernando Tamayo Tamayo,Fernando Tamayo Tamayo,Fernando Tamayo Tamayo,Fernando Tamayo Tamayo,male,1951-02-13,Fernando,,,,,Fernando Tamayo Tamayo,,,,2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,senadorftamayo,senadorftamayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernando Tamayo Tamayo,,,,,,,,,,,,,,,,,,,,
Q5872458,Félix Valera,Félix Valera,Félix Valera,Félix Valera,Félix Valera,Félix Valera,Félix Valera,male,"",Félix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Félix Valera,,,,,,,,,,,,,,,,,,,,
Q5873165,Gabriel Acosta Bendek,Gabriel Acosta Bendek,Gabriel Acosta Bendek,Gabriel Acosta Bendek,Gabriel Acosta Bendek,Gabriel Acosta Bendek,Gabriel Acosta Bendek,male,1931-06-18,Gabriel,,,,Gabriel Acosta Bendek,Gabriel Acosta Bendek,,,,2014-08-10,,Gabriel Acosta Bendek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel Acosta Bendek,,,,,,,,,,,,,,,,,,,,
Q5873623,Gabriel Zapata Correa,Gabriel Zapata Correa,Gabriel Zapata Correa,Gabriel Zapata Correa,Gabriel Zapata Correa,Gabriel Zapata Correa,Gabriel Zapata Correa,male,1951-06-19,Gabriel,,Gabriel Zapata Correa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel Zapata Correa,,,,,,,,,,,,,,,,,,,,
Q5878582,Germán Aguirre,Germán Aguirre,Germán Aguirre,Germán Aguirre,Germán Aguirre,Germán Aguirre,Germán Aguirre,male,1961-08-05,Germán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germán Aguirre,,,,,,,,,,,,,,,,,,,,
Q5878855,Germán Villegas,Germán Villegas,Germán Villegas,Germán Villegas,Germán Villegas,Germán Villegas,Germán Villegas,male,1943-12-03,Germán,,,,,Germán Villegas,,,,2018-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germán Villegas,,,,,,,,,,,,,,,,,,,,
Q5879596,Gilberto Arango Londoño,Gilberto Arango Londoño,Gilberto Arango Londoño,Gilberto Arango Londoño,Gilberto Arango Londoño,Gilberto Arango Londoño,Gilberto Arango Londoño,male,1925-12-13,Gilberto,,,,,,,,,2006-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gilberto Arango Londoño,,,,,,,,,,,,,,,,,,,,
Q5879784,Gilma Jiménez,Gilma Jiménez,Gilma Jiménez,Gilma Jiménez,Gilma Jiménez,Gilma Jiménez,Gilma Jiménez,female,1956,,,,,Gilma Jiménez,Gilma Jiménez,,,,2013-06-29,,Gilma Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gilma Jiménez,,,,,,,,,,,,,,,,,,,,
Q5881263,Gloria Inés Ramírez,Gloria Inés Ramírez,Gloria Inés Ramírez,Gloria Inés Ramírez,Gloria Inés Ramírez,Gloria Inés Ramírez,Gloria Inés Ramírez,female,1956,Gloria,,,https://upload.wikimedia.org/wikipedia/commons/c/c7/Gloria_Ines_Ramirez.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gloria Inés Ramírez,,,,,,,,,,,,,,,,,,,,
Q5881338,Gloria Stella Díaz,Gloria Stella Díaz,Gloria Stella Díaz,Gloria Stella Díaz,Gloria Stella Díaz,Gloria Stella Díaz,Gloria Stella Díaz,female,1964-04-09,Gloria,,,https://upload.wikimedia.org/wikipedia/commons/f/fd/Gloria_Stela_Diaz.JPG,Gloria Stella Díaz,Gloria Stella Díaz,,,,,,,,,,,,,,,,Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gloria Stella Díaz,,,,,,,,,,,,,,,,,,,,
Q5888442,Guillermo Chaves Chaves,Guillermo Chaves Chaves,Guillermo Chaves Chaves,Guillermo Chaves Chaves,Guillermo Chaves Chaves,Guillermo Chaves Chaves,Guillermo Chaves Chaves,male,1896-03-09,Guillermo,,Guillermo Chaves Chaves,"https://upload.wikimedia.org/wikipedia/commons/8/8b/Guillermo_Chaves_Chaves,_1924.jpg",,,,,,1956-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Guillermo Chaves Chaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillermo Chaves Chaves,,,,,,,,,,,,,,,,,,,,
Q5888579,Guillermo García Realpe,Guillermo García Realpe,Guillermo García Realpe,Guillermo García Realpe,Guillermo García Realpe,Guillermo García Realpe,Guillermo García Realpe,male,1954,Guillermo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,García,,,,,,,,,,,,,,,,,,,,,غييرمو غارسيا,,,,,,,,,,,غييرمو غارسيا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillermo García Realpe,,,,,,,,,,,,,,,,,,,,
Q5888582,Guillermo Gaviria Zapata,Guillermo Gaviria Zapata,Guillermo Gaviria Zapata,Guillermo Gaviria Zapata,Guillermo Gaviria Zapata,Guillermo Gaviria Zapata,Guillermo Gaviria Zapata,male,1948-03-18,Guillermo,,Guillermo Gaviria Zapata,,,,,,,,,,,,,,,,,Guillermo Gaviria Zapata,Guillermo Gaviria Zapata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillermo Gaviria Zapata,,,,,,,,,,,,,,,,,,,,
Q5888925,Guillermo Santos Marín,Guillermo Santos Marín,Guillermo Santos Marín,Guillermo Santos Marín,Guillermo Santos Marín,Guillermo Santos Marín,Guillermo Santos Marín,male,"",Guillermo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillermo Santos Marín,,,,,,,,,,,,,,,,,,,,
Q5890905,Habib Merheg,Habib Merheg,Habib Merheg,Habib Merheg,Habib Merheg,Habib Merheg,Habib Merheg,male,1963,Habib,,Habib Merheg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habib Merheg,,,,,,,,,,,,,,,,,,,,
Q5901597,Honorio Galvis,Honorio Galvis,Honorio Galvis,Honorio Galvis,Honorio Galvis,Honorio Galvis,Honorio Galvis,male,1951,Honorio,,Honorio Galvis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Honorio Galvis,,,,,,,,,,,,,,,,,,,,
Q5904657,Hugo Serrano Gómez,Hugo Serrano Gómez,Hugo Serrano Gómez,Hugo Serrano Gómez,Hugo Serrano Gómez,Hugo Serrano Gómez,Hugo Serrano Gómez,male,1928-12-24,Hugo,,,,,,,,,2010-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hugo Serrano Gómez,,,,,,,,,,,,,,,,,,,,
Q5906200,Héctor Helí Rojas,Héctor Helí Rojas,Héctor Helí Rojas,Héctor Helí Rojas,Héctor Helí Rojas,Héctor Helí Rojas,Héctor Helí Rojas,male,1954-07-02,Héctor,,,https://upload.wikimedia.org/wikipedia/commons/0/0f/Hector_Heli_Rojas.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Héctor Helí Rojas,,,,,,,,,,,,,,,,,,,,
Q5906231,Héctor Julio Alfonso,Héctor Julio Alfonso,Héctor Julio Alfonso,Héctor Julio Alfonso,Héctor Julio Alfonso,Héctor Julio Alfonso,Héctor Julio Alfonso,male,,Héctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Héctor Julio Alfonso,,,,,,,,,,,,,,,,,,,,
