id,name__id,name,wikipedia__id,original_wikiname,name__it,gender,given_name,birth_date,name__en,name__nl,name__de,name__fr,wikipedia__en,image,name__jv,name__es,wikipedia__jv,identifier__VIAF,name__ms,name__su,name__min,wikipedia__min,wikipedia__ms,wikipedia__su,name__zh,wikipedia__zh,name__nb,name__da,name__nn,name__sv,identifier__freebase,name__ru,wikipedia__ru,wikipedia__commons,name__ar,wikipedia__ar,wikipedia__es,identifier__MusicBrainz,name__ja,name__pl,name__hu,name__fa,name__pt,wikipedia__de,wikipedia__fa,wikipedia__fr,wikipedia__hu,wikipedia__it,wikipedia__ja,wikipedia__nl,wikipedia__pl,wikipedia__pt,identifier__ITF,name__map_bms,wikipedia__map_bms,name__zh_hans,name__zh_hant,name__zh_hk,website,name__pa,wikipedia__pa,name__af,name__an,name__ast,name__bar,name__br,name__ca,name__co,name__cs,name__cy,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__et,name__eu,name__fi,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__ia,name__ie,name__io,name__is,name__kg,name__lb,name__li,name__lij,name__mg,name__nap,name__nds,name__nds_nl,name__nrm,name__oc,name__pcd,name__pms,name__pt_br,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,name__el,death_date,name__th,wikipedia__th,wikipedia__vi,identifier__SUDOC,identifier__IMDB,identifier__NLAtrove,twitter,identifier__FAST,identifier__OLID,occupation,wikipedia__lv,name__lv,identifier__LCAuth,identifier__quora,identifier__ISNI,name__ksh,identifier__NTA,identifier__DBNL,identifier__BNF,identifier__moviemeter,identifier__AlloCine,identifier__allmovie,identifier__PORT,identifier__kinopoisk,identifier__snac,name__ace,name__zh_cn,name__be_tarask,name__be,identifier__GND,name__bjn,wikipedia__bjn,name__ko,name__he,name__yue,wikipedia__cs,wikipedia__ko,wikipedia__simple,wikipedia__zh_yue,facebook,identifier__wikitree,family_name,instagram,identifier__NLA,wikipedia__bn,name__bn,wikipedia__ml,name__ml,wikipedia__idwikiquote,wikipedia__gor,identifier__GTAA,name__gor,name__lfn,name__uz,name__ta,name__or,name__am,name__pnb,name__tr,name__az,name__ug,name__ks,name__yo,name__ps,name__sa,name__hi,name__sd,name__war,name__bg,name__te,name__ur,name__sq,name__uk,name__ku,name__kn,name__bs,name__gom,name__azb,name__bpy,name__tg,name__ckb,name__gom_latn,name__gom_deva,name__mwl,name__mr,wikipedia__am,wikipedia__arwikiquote,wikipedia__ast,wikipedia__azb,wikipedia__az,wikipedia__azwikisource,wikipedia__be,wikipedia__bg,wikipedia__bpy,wikipedia__bswikiquote,wikipedia__ca,wikipedia__ckb,wikipedia__cswikiquote,wikipedia__da,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eo,wikipedia__et,wikipedia__fawikisource,wikipedia__fi,wikipedia__gl,wikipedia__gom,wikipedia__he,wikipedia__hi,wikipedia__hiwikiquote,wikipedia__hr,wikipedia__hrwikiquote,wikipedia__kn,wikipedia__ks,wikipedia__ku,wikipedia__la,wikipedia__lfn,wikipedia__mg,wikipedia__mwl,wikipedia__no,wikipedia__or,wikipedia__plwikiquote,wikipedia__pnb,wikipedia__ps,wikipedia__ro,wikipedia__sa,wikipedia__sco,wikipedia__sd,wikipedia__slwikiquote,wikipedia__sq,wikipedia__sv,wikipedia__ta,wikipedia__te,wikipedia__tg,wikipedia__tr,wikipedia__trwikiquote,wikipedia__ug,wikipedia__uk,wikipedia__ur,wikipedia__urwikiquote,wikipedia__uz,wikipedia__war,wikipedia__yo,identifier__NDL,identifier__BIBSYS,identifier__Munzinger,identifier__SELIBR,identifier__N6I,identifier__Gutenberg,identifier__GNC,identifier__NPG,identifier__britishmuseum,identifier__NLI,identifier__BNE,identifier__EGAXA,identifier__SBN_it,identifier__NKC,identifier__NUKAT,identifier__PTBNP,identifier__bigenc_ru,identifier__ne_se,identifier__Britannica,identifier__Oxforddnb,identifier__CONOR,identifier__LAC,name__bm,name__frc,name__jam,name__kab,name__lt,name__pap,name__prg,name__rgn,name__vmf,wikipedia__mr,name__zh_sg,name__zh_tw,name__sh,name__hy,name__sr_ec,name__diq,name__mk,name__sr,name__ka,name__tl,name__ota,name__nan,name__kk,name__tk,wikipedia__af,wikipedia__br,wikipedia__bs,wikipedia__diq,wikipedia__el,wikipedia__eu,wikipedia__hy,wikipedia__ka,wikipedia__kk,wikipedia__mk,wikipedia__sh,wikipedia__sk,wikipedia__sr,wikipedia__sw,wikipedia__tk,wikipedia__trwikisource,wikipedia__zh_min_nan,noble_title,identifier__CERL,wikipedia__frr,name__frr
Q18098280,Charles Honoris,Charles Honoris,Charles Honoris,Charles Honoris,,male,Charles,1984-07-23,Charles Honoris,Charles Honoris,Charles Honoris,Charles Honoris,Charles Honoris,https://upload.wikimedia.org/wikipedia/commons/b/b9/Charles_Honoris.png,,,,,,,,,,,,,,,,,/m/011smmh2,,,Category:Charles Honoris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charles Honoris,,,,,,,,,,,,,,,,,,charleshonoris,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18342562,Imam Nahrawi,Imam Nahrawi,Imam Nahrawi,Imam Nahrawi,,male,,1973-07-08,Imam Nahrawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imam Nahrawi,,,,,,,,,,,,,,,,,,,,,politician,,,,,0000 0000 6440 6481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18421249,Rudi Hartono Bangun,Rudi Hartono Bangun,Rudi Hartono Bangun,Rudi Hartono Bangun,Rudi Hartono Bangun,male,Rudi,1977-05-17,Rudi Hartono Bangun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18421250,Ahmad Basarah,Ahmad Basarah,Ahmad Basarah,Ahmad Basarah,Ahmad Basarah,male,Ahmad,1968-06-16,Ahmad Basarah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,0000 0004 2319 9665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18421306,Muhammad Unais Ali Hisyam,Muhammad Unais Ali Hisyam,Muhammad Unais Ali Hisyam,Muhammad Unais Ali Hisyam,,male,Muhammed,1973-12-14,Muhammad Unais Ali Hisyam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muhammad Unais Ali Hisyam,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18421308,I Gede Pasek Suardika,I Gede Pasek Suardika,I Gede Pasek Suardika,I Gede Pasek Suardika,,male,,1969-07-21,I Gede Pasek Suardika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18421318,Rambe Kamaruzzaman,Rambe Kamaruzzaman,Rambe Kamarul Zaman,Rambe Kamarul Zaman,,male,,1956-10-24,Rambe Kamaruzzaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18421322,Ade Komarudin,Ade Komarudin,Ade Komarudin,Ade Komarudin,,male,,1965-05-20,Ade Komarudin,,,,,https://upload.wikimedia.org/wikipedia/commons/2/2f/Ade-komaruddin.jpg,,,,,,Adé Komarudin,,,,Adé Komarudin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ade Komarudin,,,,,,,,,,,,,,,,,,,,,politician,,,,,0000 0000 3341 5406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18421323,Muhammad Yudi Kotouky,Muhammad Yudi Kotouky,Muhammad Yudi Kotouky,Muhammad Yudi Kotouky,,male,Muhammad,1974-07-12,Muhammad Yudi Kotouky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18421325,Victor Laiskodat,Victor Laiskodat,Viktor Laiskodat,Victor Laiskodat,,male,Victor,1965-02-17,Viktor Laiskodat,,,,Viktor Laiskodat,https://upload.wikimedia.org/wikipedia/commons/a/a3/Gubernur_NTT_Viktor_Laiskodat.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18421340,Irene Manibuy,Irene Manibuy,Irene Manibuy,Irene Manibuy,,female,Irene,1962-02-19,Irene Manibuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18421362,Ibnu Munzir,Ibnu Munzir,Ibnu Munzir,Ibnu Munzir,Ibnu Munzir,male,,1960-11-11,Ibnu Munzir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ibnu Munzir,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18421363,Ahmad Muzani,Ahmad Muzani,Ahmad Muzani,Ahmad Muzani,Ahmad Muzani,male,Ahmad,1968-07-15,Ahmad Muzani,,,,Ahmad Muzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahmad Muzani,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18421366,Muhammad Nasir,Muhammad Nasir,Mohamad Nasir,Muhammad Nasir,Muhammad Nasir,male,Muhammad,1960-06-27,Muhammad Nasir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muhammad Nasir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18421371,Setya Novanto,Setya Novanto,Setya Novanto,Setya Novanto,,male,,1954-11-12,Setya Novanto,,,,Setya Novanto,https://upload.wikimedia.org/wikipedia/commons/7/71/Setya_novanto_official.jpg,,,,,,,,,,,,,,,,,,,,,سيتيا نوفانتو,,,,スティヤ・ノファント,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,Setya-Novanto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,സെത്യ നൊവന്തൊ,സെത്യ നൊവന്തൊ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18421372,Nurliah,Nurliah,Nurliah,Nurliah,Nurliah,,,1966-03-12,Nurliah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nurliah,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18421380,Popong Otje Djundjunan,Popong Otje Djundjunan,Popong Otje Djundjunan,Popong Otje Djundjunan,,,,1938-12-30,Popong Otje Djundjunan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18421386,Edhie Prabowo,Edhie Prabowo,Edhy Prabowo,Edhy Prabowo,,male,,1971-12-24,Edhie Prabowo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18421415,Putih Sari,Putih Sari,Putih Sari,Putih Sari,,female,,1984-07-20,Putih Sari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18421422,Mindo Sianipar,Mindo Sianipar,Mindo Sianipar,Mindo Sianipar,Mindo Sianipar,,,1953-10-24,Mindo Sianipar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mindo Sianipar,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18421425,Delia Pratiwi Sitepu,Delia Pratiwi Sitepu,Delia Pratiwi Sitepu,Delia Pratiwi Sitepu,,female,,1988-03-30,Delia Pratiwi Sitepu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18421445,Bokiratu Nitabudhi Susanti,Bokiratu Nitabudhi Susanti,Bokiratu Nitabudhi Susanti,Bokiratu Nitabudhi Susanti,,female,,1968-07-07,Bokiratu Nitabudhi Susanti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bokiratu Nitabudhi Susanti,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18421455,Ribka Tjiptaning,Ribka Tjiptaning,Ribka Tjiptaning,Ribka Tjiptaning,,,,1959-07-01,Ribka Tjiptaning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18421479,Albert Yaputra,Albert Yaputra,Albert Yaputra,Albert Yaputra,,male,Albert,1951-10-08,Albert Yaputra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Yaputra,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18978693,Junimart Girsang,Junimart Girsang,Junimart Girsang,Junimart Girsang,,male,,,Junimart Girsang,Junimart Girsang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Junimart Girsang,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19723696,Ade Rezki Pratama,Ade Rezki Pratama,Ade Rezki Pratama,Ade Rezki Pratama,,,,1988-11-08,Ade Rezki Pratama,Ade Rezki Pratama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19723760,Agus Susanto,Agus Susanto,Agus Susanto (politisi),Agus Susanto (politisi),,,,1971-08-10,Agus Susanto,Agus Susanto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
