id,name__en,name__yo,name__es,name__de,name__nb,name__da,name__nn,name__sv,name__fr,name__cy,name__nl,name__hu,name,wikipedia__en,wikipedia__yo,gender,occupation,birth_date,death_date,given_name,original_wikiname,name__ig,wikipedia__ig,wikipedia__sv,image,wikipedia__es,identifier__VIAF,identifier__LCAuth,identifier__SUDOC,identifier__FAST,twitter,identifier__google_knowledge,name__tr,name__ru,wikipedia__de,wikipedia__no,wikipedia__ru,wikipedia__tr,identifier__freebase,name__zh_hant,name__zh_cn,name__ar,name__eu,name__fi,name__hr,name__id,name__it,name__ja,name__ka,name__ko,name__pl,name__pt,name__qu,name__sr,name__sw,name__uk,name__af,name__zh,name__fa,name__eo,name__ca,wikipedia__af,wikipedia__ar,wikipedia__ca,wikipedia__da,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__hr,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__nl,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pt,wikipedia__qu,wikipedia__sr,wikipedia__sw,wikipedia__uk,wikipedia__zh,identifier__ISNI,identifier__GND,identifier__OLID,identifier__NTA,identifier__NNDB,identifier__Munzinger,identifier__Oxforddnb,identifier__britishmuseum,identifier__bigenc_ru,identifier__snac,wikipedia__simple,name__vi,wikipedia__vi,identifier__BNF,name__cs,wikipedia__cswikiquote,name__en_ca,name__en_gb,name__ht,wikipedia__ht,name__zh_tw,wikipedia__hu,identifier__FIFA,wikipedia__enwikisource,identifier__quora,identifier__ne_se,wikipedia__commons,website
Q7881173,Umaru Dahiru,Umaru Dahiru,,Umaru Dahiru,,,,,Umaru Dahiru,,Umaru Dahiru,,Umaru Dahiru,Umaru Dahiru,Umaru Dahiru,male,politician,1952-06-12,,,Umaru Dahiru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7902039,Usman Albishir,Usman Albishir,,Usman Albishir,,,,,Usman Albishir,,Usman Albishir,,Usman Albishir,Usman Albishir,Usman Albishir,male,politician,1945-06-15,2012-07-02,,Usman Albishir,,,,https://upload.wikimedia.org/wikipedia/commons/4/4b/Late_Senator_Usman_Albishir.gif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7926084,Victor Lar,Victor Lar,,Victor Lar,,,,,Victor Lar,,Victor Lar,,Victor Lar,Victor Lar,Victor Lar,male,politician,,,Victor,Victor Lar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7926217,Victor Oyofo,Victor Oyofo,,Victor Oyofo,,,,,Victor Oyofo,,Victor Oyofo,,Victor Oyofo,Victor Oyofo,Victor Oyofo,male,politician,,,Victor,Victor Oyofo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7931979,Vincent Obasi Usulor,Vincent Obasi Usulor,,Vincent Obasi Usulor,,,,,Vincent Obasi Usulor,,Vincent Obasi Usulor,,Vincent Obasi Usulor,Vincent Obasi Usulor,Vincent Obasi Usulor,male,politician,,,Vincent,Vincent Obasi Usulor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8022970,Wilson Asinobi Ake,Wilson Asinobi Ake,,Wilson Asinobi Ake,,,,,Wilson Asinobi Ake,,Wilson Asinobi Ake,,Wilson Asinobi Ake,Wilson Asinobi Ake,Wilson Asinobi Ake,male,politician,1955-09-21,,Wilson,Wilson Asinobi Ake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8053833,Yisa Braimoh,Yisa Braimoh,,Yisa Braimoh,,,,,Yisa Braimoh,,Yisa Braimoh,,Yisa Braimoh,Yisa Braimoh,Yisa Braimoh,male,politician,1942-08-12,,,Yisa Braimoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8061881,Yushau Anka,Yushau Anka,,Yushau Anka,,,,,Yushau Anka,,Yushau Anka,,Yushau Anka,Yushau Anka,Yushau Anka,male,politician,1950-04,,,Yushau Anka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8061938,Yusuf Datti Baba-Ahmed,Yusuf Datti Baba-Ahmed,,,,,,,,,Yusuf Datti Baba-Ahmed,,Yusuf Datti Baba-Ahmed,Yusuf Datti Baba-Ahmed,Yusuf Datti Baba-Ahmed,male,,,,Yusuf,Yusuf Datti Baba-Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8061976,Yusuf Musa Nagogo,Yusuf Musa Nagogo,,Yusuf Musa Nagogo,,,,,Yusuf Musa Nagogo,,Yusuf Musa Nagogo,,Yusuf Musa Nagogo,Yusuf Musa Nagogo,Yusuf Musa Nagogo,male,politician,1957-01-01,,Yusuf,Yusuf Musa Nagogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8064832,Zainab Abdulkadir Kure,Zainab Abdulkadir Kure,,Zainab Abdulkadir Kure,,,,,Zainab Abdulkadir Kure,,Zainab Abdulkadir Kure,Zainab Abdulkadir Kure,Zainab Abdulkadir Kure,Zainab Abdulkadir Kure,Zainab Abdulkadir Kure,female,politician,1959-11-24,,,Zainab Abdulkadir Kure,,,,,,,,,,,,Zainab Abdulkadir Kure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
