id,name__en,name__ga,name__de,name__nl,name__fr,name,wikipedia__en,wikipedia__ga,gender,given_name,website,original_wikiname,name__ru,birth_date,name__es,name__nb,name__da,name__nn,name__sv,name__hu,wikipedia__de,identifier__VIAF,identifier__ISNI,identifier__BNF,identifier__SUDOC,death_date,identifier__BNE,image,wikipedia__nl,identifier__freebase,name__pl,wikipedia__fr,wikipedia__pl,family_name,identifier__EuroparlMEP,name__sco,wikipedia__sco,name__fi,name__ca,wikipedia__ca,wikipedia__fi,wikipedia__commons,name__ro,wikipedia__ro,wikipedia__sv,name__it,name__gv,name__tr,name__ie,name__zh,wikipedia__gv,wikipedia__ie,wikipedia__it,wikipedia__tr,wikipedia__zh,identifier__LCAuth,name__cy,wikipedia__plwikiquote,identifier__Britannica,name__lb,name__eu,name__qu,name__gd,name__ko,name__be,name__yo,name__ms,name__gl,name__et,name__ja,name__sh,name__pt,name__sr,name__uk,name__la,name__cs,name__bg,name__pt_br,name__ta,name__el,name__eo,name__war,name__lmo,name__oc,name__lt,name__fa,name__he,name__hy,name__ar,wikipedia__ar,wikipedia__be,wikipedia__bg,wikipedia__cs,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__gd,wikipedia__gl,wikipedia__he,wikipedia__hy,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__ms,wikipedia__no,wikipedia__pt,wikipedia__qu,wikipedia__ru,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__uk,wikipedia__war,wikipedia__yo,identifier__NNDB,identifier__parlement,identifier__IMDB,identifier__FAST,identifier__N6I,name__br,wikipedia__br,name__id,name__bn,name__be_tarask,name__ckb,name__az,name__af,name__hi,wikipedia__af,wikipedia__az,wikipedia__be_x_old,wikipedia__bn,wikipedia__ckb,wikipedia__hiwikiquote,wikipedia__id,wikipedia__nn,identifier__GND,identifier__NTA,identifier__Munzinger,identifier__journalisted,identifier__hansard,identifier__TWFY,identifier__parliamentary_record,identifier__bbc_democracy_live,twitter,wikipedia__itwikiquote,identifier__OpenPlaques,wikipedia__vi,name__vi,name__bar,name__zh_hant,name__zh_cn,identifier__PACE,identifier__parliamentDOTuk,name__hsb,wikipedia__hsb,identifier__google_knowledge,identifier__guardian_topic,occupation,identifier__GTAA,identifier__snac,wikipedia__enwikinews,facebook,identifier__quora,identifier__BBC_things,name__en_gb,wikipedia__hi,wikipedia__is,name__is,name__mr,wikipedia__hu,wikipedia__mr,wikipedia__ta,name__hr,name__sk,name__tt,wikipedia__tt,name__fo,name__kl,name__kana,identifier__BIBSYS,name__en_ca,identifier__SELIBR,name__sl,wikipedia__lrc,identifier__bigenc_ru,name__an,name__ast,name__bm,name__co,name__de_at,name__de_ch,name__frc,name__frp,name__fur,name__gsw,name__ia,name__io,name__jam,name__kab,name__kg,name__li,name__lij,name__mg,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__NUKAT,name__lv,identifier__rush,name__lrc,honorific_suffix,identifier__oireachtas,identifier__Oxforddnb,identifier__national_archives,identifier__OLID,identifier__wikitree,noble_title,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,wikipedia__hr,identifier__NLI,identifier__ne_se,identifier__GNC,identifier__NLAtrove,wikipedia__oc,name__kk,wikipedia__kk,identifier__DoUB,identifier__CTHS,name__sr_el,name__fy,wikipedia__ast,wikipedia__fy,identifier__CLARA,name__tl,identifier__persee,identifier__BAV,identifier__NLA,name__ka,wikipedia__io,wikipedia__ka,identifier__CONOR,identifier__nlg,identifier__Gutenberg,name__th,wikipedia__th,name__sr_ec,wikipedia__svwikiquote,name__mk,name__lzh,name__yue,name__kn,name__szl,name__nan,wikipedia__frwikiquote,wikipedia__kn,wikipedia__mk,wikipedia__nnwikiquote,wikipedia__sk,wikipedia__szl,wikipedia__ur,wikipedia__zh_classical,wikipedia__zh_min_nan,wikipedia__zh_yue,identifier__NPG,identifier__CANTIC,wikipedia__pms,wikipedia__slwikiquote,wikipedia__ukwikiquote,wikipedia__itwikisource,wikipedia__lv,wikipedia__simplewikiquote,identifier__NKC,identifier__NLP,identifier__LNB,name__bs,wikipedia__bs,name__pnb,name__ku,name__ur,wikipedia__ku,wikipedia__pnb,wikipedia__sl,identifier__nobel_prize,name__ext,wikipedia__mg,identifier__britishmuseum,wikipedia__cswikiquote,identifier__CSPAN,identifier__NDL,identifier__LAC,identifier__BVMC,wikipedia__dewikiquote,identifier__filmportal_de,identifier__kinopoisk,identifier__allmovie,name__ml,name__uz,wikipedia__ml,wikipedia__uz,identifier__ricorso,identifier__ainm,name__ty,wikipedia__wuu,name__wuu,name__ee,wikipedia__min,wikipedia__fo,identifier__CiNii,identifier__ni_assembly,identifier__parliamentid,identifier__ukparliamentid,wikipedia__vo
Q7665879,Séamus Robinson,Séamus Mac Róibín,Séamus Robinson,Séamus Robinson,Séamus Robinson,Séamus Robinson,Séumas Robinson (Irish republican),Séamus Mac Róibín,male,Séamus,,,Шимус Робинсон,1890-01-06,,,,,,,,315945489,,,,1961-12-08,,https://upload.wikimedia.org/wikipedia/commons/9/99/Seamus_Robinson.png,,,,,,Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Séamus Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seamus-Robinson.D.1921-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7674583,Tadhg Manley,Tadhg Manley,Tadhg Manley,Tadhg Manley,Tadhg Manley,Tadhg Manley,Tadhg Manley,Tadhg Manley,male,Tadhg,,,,1893-04-20,Tadhg Manley,,,,,,,,,,,1976-08-24,,,,,,,,Manley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Tadhg Manley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tadhg-Manley.D.1954-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7708994,Thaddeus Lynch,Thaddeus Lynch,Thaddeus Lynch,Thaddeus Lynch,Thaddeus Lynch,Thaddeus Lynch,Thaddeus Lynch,Thaddeus Lynch,male,Thaddeus,,,,1901,Thaddeus Lynch,,,,,,,,,,,1966-10-25,,,,,,,,Lynch,,,,Thaddeus Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ثاديوس لونش,ثاديوس لونش,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Thaddeus Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thaddeus-Lynch.D.1954-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7782845,Theresa Ahearn,,Theresa Ahearn,Theresa Ahearn,Theresa Ahearn,Theresa Ahearn,Theresa Ahearn,,female,Theresa,,,,1951-05-01,Theresa Ahearn,,,,,,,,,,,2000-09-20,,,,,,,,Ahearn,,,,,,,,,,,,Theresa Ahearn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Theresa Ahearn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theresa-Ahearn.D.1989-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7787560,Thomas Bellew,Thomas Bellew,Thomas Bellew,Thomas Bellew,Thomas Bellew,Thomas Bellew,Thomas Bellew (Louth politician),Thomas Bellew,male,Thomas,,,,1943-04-11,Thomas Bellew,,,,,,,,,,,1995-10-28,,,,,,,,Bellew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Bellew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas-Bellew.D.1982-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7788059,Thomas Burke,Thomas Burke,Thomas Burke,Thomas Burke,Thomas Burke,Thomas Burke,Thomas Burke (Clare politician),Thomas Burke (An Clár),male,Thomas,,,Томас Бурк,1908-06-10,Thomas Burke,,,,,Thomas Burke,,,,,,1951-11-20,,,,,,,,Burke,,,,Thomas Burke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תומאס בורק,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Burke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas-T-Burke.D.1937-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7788105,Thomas Byrne,Thomas Byrne,Thomas Byrne,Thomas Byrne,Thomas Byrne,Thomas Byrne,Thomas Byrne (Meath politician),Thomas Byrne,male,Thomas,,,,1977-06-01,Thomas Byrne,,,,,Thomas Byrne,,,,,,,,,,,Thomas Byrne,,Thomas Byrne,Byrne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,توماس بيرن,توماس بيرن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThomasByrneTD,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Byrne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas-Byrne.D.2007-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7788261,Thomas Carter,Thomas Carter,Thomas Carter,Thomas Carter,Thomas Carter,Thomas Carter,Thomas Carter (TD),Thomas Carter,male,Thomas,,,Томас Картер,1882-03-29,Thomas Carter,,,,,Thomas Carter,,315945717,,,,1951-09-11,,,,,,,,Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תומאס קרטר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas-Carter.D.1921-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7789041,Thomas Dowdall,Thomas Dowdall,Thomas Dowdall,Thomas Dowdall,Thomas Dowdall,Thomas Dowdall,Thomas Dowdall,Thomas Dowdall,male,Thomas,,,,1870,Thomas Dowdall,,,,,Thomas Dowdall,,315945698,,,,1942-04-07,,,,,,,,Dowdall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Dowdall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas-Patrick-Dowdall.D.1932-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7790442,Thomas Harris,Thomas Harris,Thomas Harris,Thomas Harris,Thomas Harris,Thomas Harris,Thomas Harris (Irish politician),Thomas Harris,male,Thomas,,,Томас Харрис,1895,Thomas Harris,,,,,,,,,,,1974-02-18,,,,,,,,Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Harris,,,,,,,,,,,,,,,תומאס האריס,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas-Harris.D.1931-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7790923,Thomas Hussey,Thomas Hussey,Thomas Hussey,Thomas Hussey,Thomas Hussey,Thomas Hussey,Thomas Hussey (Irish politician),Thomas Hussey,male,Thomas,,,,1936-01-25,Thomas Hussey,,,,,,,,,,,,,,,,,,,Hussey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Hussey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas-Hussey.D.1969-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7791061,Thomas J. Fitzpatrick,Thomas J. Fitzpatrick,,Thomas J. Fitzpatrick,Thomas J. Fitzpatrick,Thomas J. Fitzpatrick,Thomas J. Fitzpatrick (Dublin politician),Thomas J. Fitzpatrick (Baile Átha Cliath),male,Thomas,,,,1926-07-29,,,,,,,,,,,,,,,,,,,,Fitzpatrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Thomas J. Fitzpatrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tom-J-Fitzpatrick.D.1965-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7791919,Thomas Looney,Thomas Looney,Thomas Looney,Thomas Looney,Thomas Looney,Thomas Looney,Thomas Looney,Thomas Looney,male,Thomas,,,,,Thomas Looney,,,,,,,,,,,,,,,,,,,Looney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Looney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas-David-Looney.D.1943-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7792802,Thomas O'Donnell,Thomas O'Donnell,Thomas O'Donnell,,Thomas O'Donnell,Thomas O'Donnell,Thomas O'Donnell (Sinn Féin politician),Thomas O'Donnell,male,Thomas,,,,,Thomas O'Donnell,,,,,Thomas O'Donnell,,,,,,1945,,,,,,,,O'Donnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomas-O'Donnell.D.1921-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7792830,Thomas O'Reilly,Thomas O'Reilly,Thomas O'Reilly,,Thomas O'Reilly,Thomas O'Reilly,Thomas O'Reilly (Kerry politician),Thomas O'Reilly (Ciarraí),male,Thomas,,,,,Thomas O'Reilly,,,,,Thomas O'Reilly,,,,,,1944,,,,,,,,O'Reilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תומאס או'ריילי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas-O'Reilly.D.1927-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7793240,Thomas Powell,Thomas Powell,Thomas Powell,,Thomas Powell,Thomas Powell,Thomas Powell (Irish politician),Thomas Powell,male,Thomas,,,,1892-04-16,Thomas Powell,,,,,,,,,,,1971-06-20,,,,,,,,Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תומאס פאוול,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas-P-Powell.D.1927-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7814890,Tom Barry,Tom Barry,Tom Barry,Tom Barry,Tom Barry,Tom Barry,Tom Barry (politician),Tom Barry,male,Tom,http://www.tombarry.ie,,,1968-10-10,Tom Barry,,,,,Tom Barry,,,,,,,,,,/m/0gg770z,,,,Barry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,توم باري,توم باري (سياسي),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Tom Barry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tom-Barry.D.2011-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7815726,Tom Enright,,Tom Enright,Tom Enright,Tom Enright,Tom Enright,Tom Enright,,male,Tom,,,,1940-07-26,Tom Enright,,,,,Tom Enright,,,,,,,,,,,,,,Enright,,,,,,,,,,,,Tom Enright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Tom Enright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tom-Enright.D.1969-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7815805,Tom Fleming,Tom Fleming,Tom Fleming,Tom Fleming,Tom Fleming,Tom Fleming,Tom Fleming (Irish politician),Tom Fleming,male,Tom,http://www.tomfleming.ie,,Том Флеминг,1951-02,Tom Fleming,Tom Fleming,Tom Fleming,Tom Fleming,Tom Fleming,Tom Fleming,,,,,,,,,,/m/0ggbp_s,,,,Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,توم فلمنج,توم فلمنج,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Tom Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tom-Fleming.D.2011-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7816565,Tom Leonard,Tom Leonard,Tom Leonard,Tom Leonard,Tom Leonard,Tom Leonard,Tom Leonard (Irish politician),Tom Leonard,male,Tom,,,,1924-05-30,Tom Leonard,Tom Leonard,Tom Leonard,Tom Leonard,Tom Leonard,Tom Leonard,,,,,,2004-03-05,,,,,,,,Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,טום לאונרד,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Tom Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas-Leonard.D.1977-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7816800,Tom McEllistrim,,Tom McEllistrim,Tom McEllistrim,Tom McEllistrim,Tom McEllistrim,Tom McEllistrim (born 1968),,male,Tom,,,,1968-10-24,Tom McEllistrim,Tom McEllistrim,Tom McEllistrim,Tom McEllistrim,Tom McEllistrim,Tom McEllistrim,,,,,,,,,,,,,,McEllistrim,,Tom McEllistrim,Tom McEllistrim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Tom McEllistrim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tom-McEllistrim.D.2002-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7816909,Tom Moffatt,,Tom Moffatt,Tom Moffatt,Tom Moffatt,Tom Moffatt,Tom Moffatt,,male,Tom,,,,1940-01,Tom Moffatt,,,,,Tom Moffatt,,,,,,,,,,,,,,Moffatt,,,,,,,,,,,,Tom Moffatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Tom Moffatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tom-Moffatt.D.1992-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7822223,Tony Dempsey,,Tony Dempsey,Tony Dempsey,Tony Dempsey,Tony Dempsey,Tony Dempsey,,male,Tony,,,,1944-05-11,Tony Dempsey,,,,,Tony Dempsey,,,,,,,,,,,,,,Dempsey,,Tony Dempsey,Tony Dempsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Tony Dempsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tony-Dempsey.D.2002-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
