id,name__vi,name,wikipedia__vi,birth_date,original_wikiname,name__en,name__fa,name__es,name__de,name__fr,name__zh,name__id,name__nl,name__hu,wikipedia__en,wikipedia__fa,wikipedia__id,wikipedia__zh,gender,identifier__freebase,image,name__ca,name__it,name__ms,name__nb,name__pt,name__ru,name__sv,name__ja,name__zh_hant,name__zh_hans,wikipedia__ca,wikipedia__commons,wikipedia__de,wikipedia__es,wikipedia__fr,wikipedia__it,wikipedia__ja,wikipedia__ms,wikipedia__nl,wikipedia__no,wikipedia__pt,wikipedia__ru,wikipedia__sv,identifier__VIAF,identifier__LCAuth,name__zh_cn,wikipedia__viwikiquote,name__cy,death_date,identifier__ISNI,identifier__BNF,identifier__SUDOC,family_name,identifier__GND,name__zh_hk,name__pl,wikipedia__pl,name__ko,name__da,name__et,name__io,name__lt,wikipedia__da,wikipedia__et,wikipedia__io,wikipedia__ko,wikipedia__lt,name__zh_sg,name__zh_tw,name__af,name__la,name__cs,name__tl,name__nn,name__sco,name__he,name__hy,wikipedia__af,wikipedia__cs,wikipedia__he,wikipedia__la,wikipedia__tl,name__lb,name__ta,name__oc,name__ia,name__eo,name__tw,name__sr,name__tr,name__fi,name__uk,name__az,name__nan,name__be,name__yo,name__ie,name__gl,name__ay,name__wo,name__hi,name__ht,name__sk,name__nov,name__th,name__ro,name__ilo,name__war,name__bg,name__en_gb,name__lv,name__yue,name__yi,name__ar,name__uz,name__bn,name__qu,wikipedia__ar,wikipedia__ay,wikipedia__az,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__cy,wikipedia__eo,wikipedia__fi,wikipedia__gl,wikipedia__hi,wikipedia__ht,wikipedia__hu,wikipedia__hy,wikipedia__ia,wikipedia__ie,wikipedia__ilo,wikipedia__lb,wikipedia__lv,wikipedia__nov,wikipedia__oc,wikipedia__qu,wikipedia__ro,wikipedia__sco,wikipedia__sk,wikipedia__sr,wikipedia__ta,wikipedia__th,wikipedia__tr,wikipedia__tw,wikipedia__uk,wikipedia__uz,wikipedia__war,wikipedia__wo,wikipedia__yi,wikipedia__yo,wikipedia__zh_min_nan,website,name__el,name__mn,name__mr,name__lo,wikipedia__el,wikipedia__lo,wikipedia__mn,wikipedia__mr,wikipedia__zh_yue,identifier__FAST,wikipedia__viwikisource,wikipedia__plwikiquote,name__mg,wikipedia__mg,name__wuu,wikipedia__enwikiquote,wikipedia__wuu,given_name,name__bar,identifier__MusicBrainz,wikipedia__simple,identifier__NTA,name__br,wikipedia__br,name__jv,name__eu,name__bs,name__sq,name__am,name__ga,name__my,name__is,name__xmf,name__ast,name__hak,name__be_tarask,name__gan,name__hr,name__kk,name__an,name__lad,name__ml,name__sh,name__scn,name__sa,name__hsb,name__fy,name__sl,name__te,name__ka,name__km,name__pa,name__ckb,name__sah,name__gsw,name__lzh,name__cdo,name__gu,name__glk,name__ur,name__lrc,wikipedia__als,wikipedia__am,wikipedia__an,wikipedia__ast,wikipedia__be_x_old,wikipedia__bs,wikipedia__cawikiquote,wikipedia__cdo,wikipedia__ckb,wikipedia__dewikiquote,wikipedia__enwikisource,wikipedia__eowikiquote,wikipedia__eswikiquote,wikipedia__eu,wikipedia__fy,wikipedia__gan,wikipedia__ga,wikipedia__glk,wikipedia__gu,wikipedia__hak,wikipedia__hewikiquote,wikipedia__hr,wikipedia__hsb,wikipedia__huwikiquote,wikipedia__is,wikipedia__itwikiquote,wikipedia__jv,wikipedia__ka,wikipedia__kk,wikipedia__km,wikipedia__kowikiquote,wikipedia__kowikisource,wikipedia__lad,wikipedia__lrc,wikipedia__ml,wikipedia__my,wikipedia__nn,wikipedia__pa,wikipedia__ptwikiquote,wikipedia__ruwikiquote,wikipedia__sah,wikipedia__sa,wikipedia__scn,wikipedia__sh,wikipedia__simplewikiquote,wikipedia__sl,wikipedia__sq,wikipedia__svwikiquote,wikipedia__te,wikipedia__thwikiquote,wikipedia__ur,wikipedia__xmf,wikipedia__zh_classical,wikipedia__zhwikiquote,identifier__NDL,identifier__OLID,identifier__DBNL,identifier__Munzinger,identifier__OpenPlaques,identifier__filmportal_de,identifier__BVMC,name__vep,wikipedia__vep,name__diq,identifier__Britannica,identifier__NLA,identifier__IMDB,electoral_district,name__fj,name__sr_el,name__sr_ec,name__pms,name__pam,name__si,wikipedia__bar,wikipedia__fj,wikipedia__pam,wikipedia__pms,wikipedia__si,identifier__CANTIC,identifier__GNC,identifier__kinopoisk,identifier__AlloCine,identifier__SFDb,wikipedia__ky,name__ky,identifier__NNDB,occupation,identifier__nlg,wikipedia__pnb,name__pnb,identifier__snac,identifier__google_knowledge,identifier__quora,wikipedia__arz,name__arz,identifier__persee,identifier__ne_se,identifier__NUKAT,identifier__BAV,identifier__BIBSYS,name__ba,wikipedia__ba,identifier__wikitree,identifier__SELIBR,name__new,wikipedia__new,identifier__NLP,identifier__PTBNP,identifier__bigenc_ru,identifier__NLI,wikipedia__ne,wikipedia__mzn,identifier__GTAA,name__mzn,identifier__britishmuseum,wikipedia__diq,name__ne,identifier__BNE,identifier__NLAtrove,wikipedia__ruwikinews,name__frc,name__en_ca,name__pt_br,identifier__goodreads,wikipedia__sat,identifier__CONOR
Q10805128,Phan Văn Tường,Phan Văn Tường,Phan Văn Tường,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10805131,Phan Văn Vĩnh,Phan Văn Vĩnh,Phan Văn Vĩnh,1955,,,,,,,,,,,,,,,,,,,,,,,,,,範文永,,,,,,,,,,,,,,,,,范文永,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10805133,Phan Văn Đáng,Phan Văn Đáng,Phan Văn Đáng,1918,,,,,,,,,,,,,,,male,,https://upload.wikimedia.org/wikipedia/commons/1/15/Tượng_Phan_Văn_Đáng.jpg,,,,,,,,,,,,,,,,,,,,,,,,90527452,no2009088916,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10805139,Phan Xuân Dũng,Phan Xuân Dũng,Phan Xuân Dũng,1960,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/79/Phan_Xuân_Dũng.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10805156,Phan Đình Trạc,Phan Đình Trạc,Phan Đình Trạc,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10805159,Phan Đức Hưởng,Phan Đức Hưởng,Phan Đức Hưởng,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10805160,Phan Đức Nhạn,Phan Đức Nhạn,Phan Đức Nhạn,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10805838,Phùng Khắc Đăng,Phùng Khắc Đăng,Phùng Khắc Đăng,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10805845,Phùng Quốc Hiển,Phùng Quốc Hiển,Phùng Quốc Hiển,1958-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10805846,Phùng Thanh Kiểm,Phùng Thanh Kiểm,Phùng Thanh Kiểm,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10805854,Phùng Văn Hùng,Phùng Văn Hùng,Phùng Văn Hùng,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10805859,Phùng Văn Tửu,Phùng Văn Tửu,Phùng Văn Tửu (Tửu anh),1923-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OL98270A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10805867,Phùng Đức Dinh,Phùng Đức Dinh,Phùng Đức Dinh,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10805869,Phùng Đức Tiến,Phùng Đức Tiến,Phùng Đức Tiến,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10806303,Phương Hữu Việt,Phương Hữu Việt,Phương Hữu Việt,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10806890,Phạm Biên Cương,Phạm Biên Cương,Phạm Biên Cương,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10806892,Phạm Bình Minh,Phạm Bình Minh,Phạm Bình Minh,1959-03-26,,Phạm Bình Minh,,Phạm Bình Minh,,Phạm Bình Minh,范平明,,Phạm Bình Minh,,Phạm Bình Minh,,,范平明,male,,"https://upload.wikimedia.org/wikipedia/commons/9/9a/Pham_Binh_Minh_June_4,_2012.jpg",,,,,,Фам Бинь Минь,,ファム・ビン・ミン,,,,Category:Phạm Bình Minh,,Phạm Bình Minh,Phạm Bình Minh,,,,,,,,,,,,,,,,,,,,,Phạm Bình Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://phambinhminh.chinhphu.vn/,,,,,,,,,,,,Phạm Bình Minh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10806896,Phạm Chuyên,Phạm Chuyên,Phạm Chuyên,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10806908,Phạm Huy Chưởng,Phạm Huy Chưởng,Phạm Huy Chưởng,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10806909,Phạm Huy Hùng,Phạm Huy Hùng,Phạm Huy Hùng,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10806912,Phạm Huy Thông,Phạm Huy Thông,Phạm Huy Thông,1916,,Phạm Huy Thông,,,Phạm Huy Thông,,,,Phạm Huy Thông,,Phạm Huy Thông,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,0000 0000 3103 8221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OL212944A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10806918,Phạm Hồng Hà,Phạm Hồng Hà,Phạm Hồng Hà,1958-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10806920,Phạm Hồng Hương,Phạm Hồng Hương,Phạm Hồng Hương,1959,,,,,,,,,,,,,,,male,,https://upload.wikimedia.org/wikipedia/commons/4/45/Phạm_Hồng_Hương.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10806921,Phạm Hồng Phong,Phạm Hồng Phong,Phạm Hồng Phong,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10806923,Phạm Hồng Tài,Phạm Hồng Tài,Phạm Hồng Tài,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10806930,Phạm Khuê,Phạm Khuê,Phạm Khuê,1925-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10806932,Phạm Khánh Phong Lan,Phạm Khánh Phong Lan,Phạm Khánh Phong Lan,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q10806933,Phạm Khôi Nguyên,Phạm Khôi Nguyên,Phạm Khôi Nguyên,1950-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
