id,name,wikipedia__pl,term,group,source,area,area_id,start_date,wikidata,end_date,replaced,name__pl,name__en,gender,birth_date,given_name,image,identifier__viaf,identifier__freebase,identifier__lcauth,identifier__europarlmep,identifier__isni,identifier__bnf,website,identifier__gnd,identifier__sudoc,identifier__nta,identifier__imdb,facebook,family_name,identifier__muzinger,death_date,twitter,identifier__gtaa,identifier__parlement,identifier__ndl,identifier__nla,identifier__nkc,identifier__nukat,identifier__nlp,identifier__ptbnp,identifier__nli,identifier__bne,identifier__bav,identifier__fifa,identifier__catholic_hierarchy
piotr-kozłowski-(ur.-1961),Piotr Kozłowski,Piotr Kozłowski (ur. 1961),4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo dolnośląskie 3,3-4,,Q11817678,,,Piotr Kozłowski (ur. 1961),,male,,Piotr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mirosław-krajewski-(historyk),Mirosław Krajewski,Mirosław Krajewski (historyk),4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo kujawsko-pomorskie 5,5-4,,Q6874366,,,Mirosław Krajewski (historyk),Mirosław Krajewski,male,1946-10-13,Mirosław,,266677997,,,,0000 0000 8008 9519,,,,,,,,,,,,,,,,,,,,,,,,
lech-kuropatwiński,Lech Kuropatwiński,Lech Kuropatwiński,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo kujawsko-pomorskie 5,5-4,,Q6511538,,,Lech Kuropatwiński,Lech Kuropatwiński,male,1947-07-04,Lech,,,/m/0f6v0q,,,,,,,,,,,,,,,,,,,,,,,,,,,
andrzej-lepper,Andrzej Lepper,Andrzej Lepper,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo zachodniopomorskie 40,40-4,,Q360362,,,Andrzej Lepper,Andrzej Lepper,male,1954-06-13,Andrzej,https://upload.wikimedia.org/wikipedia/commons/3/3e/ALepper_na_stacji_benzynowej.jpg,55074981,/m/01bwm5,n2004026225,23794,0000 0001 0974 0433,,,124215866,,,,,,23927.0,2011-08-05,,,,,,js2013770799,n96610218,,,,,,,
alicja-lis,Alicja Lis,Alicja Lis,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo podkarpackie 22,22-4,,Q11685399,,,Alicja Lis,,female,,Alicja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan-Łączny,Jan Łączny,Jan Łączny,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo zachodniopomorskie 40,40-4,,Q6150446,,,Jan Łączny,Jan Łączny,male,1950-12-19,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wanda-Łyżwińska,Wanda Łyżwińska,Wanda Łyżwińska,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo mazowieckie 17,17-4,,Q7967158,,,Wanda Łyżwińska,Wanda Łyżwińska,female,,Wanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stanisław-Łyżwiński,Stanisław Łyżwiński,Stanisław Łyżwiński,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo łódzkie 10,10-4,,Q932054,,,Stanisław Łyżwiński,Stanisław Łyżwiński,male,1954-05-06,Stanisław,,,/m/0f6vfh,,23797,,,,,,,,,,,,,,,,,,,,,,,,,
adam-ołdakowski,Adam Ołdakowski,Adam Ołdakowski,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo warmińsko-mazurskie 34,34-4,,Q4679581,,,Adam Ołdakowski,Adam Ołdakowski,male,1955-12-25,Adam,,,/m/0f6w9d,,,,,,,,,,,,,,,,,,,,,,,,,,,
henryk-ostrowski-(polityk),Henryk Ostrowski,Henryk Ostrowski (polityk),4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo lubuskie 8,8-4,,Q9288571,,,Henryk Ostrowski (polityk),,male,,Henryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
renata-rochnowska,Renata Rochnowska,Renata Rochnowska,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo łódzkie 11,11-4,,Q7312597,,,Renata Rochnowska,Renata Rochnowska,female,1949-02-02,Renata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leszek-kazimierz-sułek,Leszek Sułek,Leszek Kazimierz Sułek,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo kujawsko-pomorskie 5,5-4,,Q11754988,,,Leszek Kazimierz Sułek,,male,1947-01-17,Leszek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadeusz-szukała,Tadeusz Szukała,Tadeusz Szukała,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo małopolskie 14,14-4,,Q9354919,,,Tadeusz Szukała,,male,1948-08-09,Tadeusz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grzegorz-tuderek,Grzegorz Tuderek,Grzegorz Tuderek,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo podkarpackie 23,23-4,,Q1551223,,,Grzegorz Tuderek,Grzegorz Tuderek,male,1938-03-10,Grzegorz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadeusz-urban,Tadeusz Urban,Tadeusz Urban,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo podkarpackie 23,23-4,,Q9354959,,,Tadeusz Urban,,male,,Thaddeus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marian-widz,Marian Widz,Marian Widz,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo lubelskie 6,6-4,,Q11769754,,,Marian Widz,Marian Widz,male,,Marian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maria-wiśniowiecka,Maria Wiśniowiecka,Maria Wiśniowiecka,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo śląskie 30,30-4,2003-08-26,Q11769230,,,Maria Wiśniowiecka,,female,,Maria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
genowefa-wiśniowska,Genowefa Wiśniowska,Genowefa Wiśniowska,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo podlaskie 24,24-4,,Q5533534,,,Genowefa Wiśniowska,Genowefa Wiśniowska,female,1949-03-04,Genowefa,,,/m/0f6z33,,23795,,,,,,,,,,,,,,,,,,,,,,,,,
tadeusz-wojtkowiak,Tadeusz Wojtkowiak,Tadeusz Wojtkowiak,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo wielkopolskie 36,36-4,,Q9355012,,,Tadeusz Wojtkowiak,,male,,Thaddeus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kazimierz-wójcik-(polityk),Kazimierz Wójcik,Kazimierz Wójcik (polityk),4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo małopolskie 13,13-4,,Q11738475,,,Kazimierz Wójcik (polityk),,male,,Kazimierz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maria-zbyrowska,Maria Zbyrowska,Maria Zbyrowska,4,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo podkarpackie 23,23-4,,Q6761672,,,Maria Zbyrowska,Maria Zbyrowska,female,1956-11-02,Maria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
janusz-dobrosz,Janusz Dobrosz,Janusz Dobrosz,4,Klub Parlamentarny Liga Polskich Rodzin,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo dolnośląskie 3,3-4,,Q6156015,,,Janusz Dobrosz,Janusz Dobrosz,male,1954-03-07,Janusz,https://upload.wikimedia.org/wikipedia/commons/8/81/20080930_janusz_dobrosz.jpg,27383142,,,,0000 0001 0961 7494,15574350h,,,,,,,,,,,,,,,,,,,,,,,
andrzej-fedorowicz-(polityk),Andrzej Fedorowicz,Andrzej Fedorowicz (polityk),4,Klub Parlamentarny Liga Polskich Rodzin,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo podlaskie 24,24-4,,Q4759593,,,Andrzej Fedorowicz,Andrzej Fedorowicz,male,1950-12-30,Andrzej,,,/m/0f6r0m,,,,,,,,,,,,,,,,,,,,,,,,,,,
roman-giertych,Roman Giertych,Roman Giertych,4,Klub Parlamentarny Liga Polskich Rodzin,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo mazowieckie 20,20-4,,Q55937,,,Roman Giertych,Roman Giertych,male,1971-02-27,Roman,,101859074,/m/039klv,n96049174,,0000 0000 7864 1482,,,120378671,,,,,,25836.0,,,,,,,,,,,,,,,
stanisław-gudzowski,Stanisław Gudzowski,Stanisław Gudzowski,4,Klub Parlamentarny Liga Polskich Rodzin,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo lubuskie 8,8-4,,Q9342010,,,Stanisław Gudzowski,,male,1954-01-03,Stanisław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
witold-hatka,Witold Hatka,Witold Hatka,4,Klub Parlamentarny Liga Polskich Rodzin,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo kujawsko-pomorskie 4,4-4,,Q8028442,,,Witold Hatka,Witold Hatka,male,1939-06-25,Witold,,164686943,,,,,,,,,,,,,,2010-11-13,,,,,,,,,,,,,,
zbigniew-jacyna-onyszkiewicz,Zbigniew Jacyna-Onyszkiewicz,Zbigniew Jacyna-Onyszkiewicz,4,Klub Parlamentarny Liga Polskich Rodzin,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo wielkopolskie 39,39-4,,Q9387946,,,Zbigniew Jacyna-Onyszkiewicz,Zbigniew Jacyna-Onyszkiewicz,male,1944-08-10,Zbigniew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marek-kotlinowski,Marek Kotlinowski,Marek Kotlinowski,4,Klub Parlamentarny Liga Polskich Rodzin,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo małopolskie 13,13-4,,Q6758857,,,Marek Kotlinowski,Marek Kotlinowski,male,1956-05-13,Marek,,,/m/0f6tpb,,,,,,,,,,,,,,,,,,,,,,,,,,,
andrzej-mańka,Andrzej Mańka,Andrzej Mańka,4,Klub Parlamentarny Liga Polskich Rodzin,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo lubelskie 6,6-4,,Q4759668,,,Andrzej Mańka,Andrzej Mańka,male,1967-04-18,Andrzej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gabriela-masłowska,Gabriela Masłowska,Gabriela Masłowska,4,Klub Parlamentarny Liga Polskich Rodzin,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo lubelskie 6,6-4,,Q293305,,,Gabriela Masłowska,Gabriela Masłowska,female,1950-06-27,Gabriela,,101903409,/m/0f6vq2,,,,,,,,,,,,,,,,,,,,,,,,,,,
halina-murias,Halina Murias,Halina Murias,4,Klub Parlamentarny Liga Polskich Rodzin,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo podkarpackie 23,23-4,,Q5642375,,,Halina Murias,Halina Murias,female,1955-04-02,Halina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leszek-murzyn,Leszek Murzyn,Leszek Murzyn,4,Klub Parlamentarny Liga Polskich Rodzin,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo małopolskie 12,12-4,,Q6532166,,,Leszek Murzyn,Leszek Murzyn,male,1960-11-15,Leszek,,,/m/0f6w36,,,,,,,,,,,,,,,,,,,,,,,,,,,
stanisław-papież,Stanisław Papież,Stanisław Papież,4,Klub Parlamentarny Liga Polskich Rodzin,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo małopolskie 13,13-4,,Q9342760,,,Stanisław Papież,Stanisław Papież,male,,Stanisław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elżbieta-ratajczak,Elżbieta Ratajczak,Elżbieta Ratajczak,4,Klub Parlamentarny Liga Polskich Rodzin,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo wielkopolskie 36,36-4,,Q5368724,,,Elżbieta Ratajczak,Elżbieta Ratajczak,female,1946-08-14,Elżbieta,,,/m/0f6x6r,,,,,,,,,,,,,,,,,,,,,,,,,,,
anna-sobecka,Anna Sobecka,Anna Sobecka,4,Klub Parlamentarny Liga Polskich Rodzin,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo kujawsko-pomorskie 5,5-4,,Q273358,,,Anna Sobecka,Anna Sobecka,female,1951-03-27,Anna,,,/m/0f6xvs,,,,,,,,,,,,,,,,,,,,,,,,,,,
ewa-sowińska,Ewa Sowińska,Ewa Sowińska,4,Klub Parlamentarny Liga Polskich Rodzin,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo łódzkie 9,9-4,,Q457406,,,Ewa Sowińska,Ewa Sowińska,female,1944-03-05,Ewa,,,/m/0f6xz7,,,,,,,,,,,,,,,,,,,,,,,,,,,
robert-strąk,Robert Strąk,Robert Strąk,4,Klub Parlamentarny Liga Polskich Rodzin,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo pomorskie 26,26-4,,Q7350134,,,Robert Strąk,Robert Strąk,male,1967-06-09,Robert,,,/m/0f6y2q,,,,,,,,,,,,,,,,,,,,,,,,,,,
zenon-tyma,Zenon Tyma,Zenon Tyma,4,Klub Parlamentarny Liga Polskich Rodzin,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo opolskie 21,21-4,,Q9390139,,,Zenon Tyma,,male,,Zenon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zygmunt-wrzodak,Zygmunt Wrzodak,Zygmunt Wrzodak,4,Klub Parlamentarny Liga Polskich Rodzin,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo podkarpackie 23,23-4,,Q8075828,,,Zygmunt Wrzodak,Zygmunt Wrzodak,male,,Zygmunt,,,/m/0f6zcg,,,,,,,,,,,,,,,,,,,,,,,,,,,
stanisław-zadora,Stanisław Zadora,Stanisław Zadora,4,Klub Parlamentarny Liga Polskich Rodzin,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo śląskie 27,27-4,,Q7599258,,,Stanisław Zadora,Stanisław Zadora,male,1949-10-03,Stanisław,,,/m/0f6zfj,,,,,,,,,,,,,,,,,,,,,,,,,,,
andrzej-aumiller,Andrzej Aumiller,Andrzej Aumiller,4,Koło Parlamentarne Unii Pracy[m],https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo wielkopolskie 39,39-4,,Q4759578,,,Andrzej Aumiller,Andrzej Aumiller,male,1947-06-25,Andrzej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barbara-błońska-fajfrowska,Barbara Błońska-Fajfrowska,Barbara Błońska-Fajfrowska,4,Koło Parlamentarne Unii Pracy[m],https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo śląskie 31,31-4,,Q9165311,,,Barbara Błońska-Fajfrowska,,female,1949-02-09,Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hanna-gucwińska,Hanna Gucwińska,Hanna Gucwińska,4,Koło Parlamentarne Unii Pracy[m],https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo dolnośląskie 3,3-4,,Q9285960,,,Hanna Gucwińska,,female,1932-04-25,Hanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marian-janicki-(polityk),Marian Janicki,Marian Janicki (polityk),4,Koło Parlamentarne Unii Pracy[m],https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo wielkopolskie 36,36-4,,Q11769446,,,Marian Janicki (polityk),Marian Janicki,male,,Marian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ewa-kralkowska,Ewa Kralkowska,Ewa Kralkowska,4,Koło Parlamentarne Unii Pracy[m],https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo łódzkie 9,9-4,,Q9256717,,,Ewa Kralkowska,,female,,Ewa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
józef-kubica,Józef Kubica,Józef Kubica,4,Koło Parlamentarne Unii Pracy[m],https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo śląskie 29,29-4,,Q11730644,,,Józef Kubica,Józef Kubica,male,,Józef,,,,,26676,,,,,,,,,,,,,,,,,,,,,,,,,
jan-orkisz,Jan Orkisz,Jan Orkisz,4,Koło Parlamentarne Unii Pracy[m],https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo małopolskie 13,13-4,,Q11718579,,,Jan Orkisz,,male,,Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alfred-owoc,Alfred Owoc,Alfred Owoc,4,Koło Parlamentarne Unii Pracy[m],https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo lubuskie 8,8-4,,Q9147775,,,Alfred Owoc,,male,,Alfred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ryszard-pojda,Ryszard Pojda,Ryszard Pojda,4,Koło Parlamentarne Unii Pracy[m],https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo śląskie 30,30-4,,Q9324903,,,Ryszard Pojda,,male,1947-09-11,Ryszard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marek-pol,Marek Pol,Marek Pol,4,Koło Parlamentarne Unii Pracy[m],https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo wielkopolskie 37,37-4,,Q11768396,,,Marek Pol,,male,,Marek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danuta-polak,Danuta Polak,Danuta Polak,4,Koło Parlamentarne Unii Pracy[m],https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo śląskie 28,28-4,,Q9201723,,,Danuta Polak,,female,,Danuta,https://upload.wikimedia.org/wikipedia/commons/f/fc/JKruk_20120216_DANUTA_POLAK_POSEL_BUSKO_IMG_0816.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
michał-figlus,Michał Figlus,Michał Figlus,4,Koło Poselskie Stronnictwa Gospodarczego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo śląskie 32,32-4,,Q11778730,,,Michał Figlus,,male,,Michał,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roman-jagieliński,Roman Jagieliński,Roman Jagieliński,4,Koło Poselskie Stronnictwa Gospodarczego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo łódzkie 10,10-4,,Q9312334,,,Roman Jagieliński,,male,,Roman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andrzej-jagiełło,Andrzej Jagiełło,Andrzej Jagiełło,4,Koło Poselskie Stronnictwa Gospodarczego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo świętokrzyskie 33,33-4,,Q9152264,,,Andrzej Jagiełło,,male,,Andrzej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
janusz-lisak,Janusz Lisak,Janusz Lisak,4,Koło Poselskie Stronnictwa Gospodarczego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo małopolskie 12,12-4,,Q11720303,,,Janusz Lisak,Janusz Lisak,male,,Janusz,,,,,23798,,,,,,,,,,,,,,,,,,,,,,,,,
zbigniew-musiał-(polityk),Zbigniew Musiał,Zbigniew Musiał (polityk),4,Koło Poselskie Stronnictwa Gospodarczego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo łódzkie 10,10-4,,Q9388168,,,Zbigniew Musiał (polityk),,male,,Zbigniew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jerzy-pękała,Jerzy Pękała,Jerzy Pękała,4,Koło Poselskie Stronnictwa Gospodarczego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo mazowieckie 16,16-4,,Q16562883,,,Jerzy Pękała,,male,,Jerzy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krzysztof-rutkowski-(detektyw),Krzysztof Rutkowski,Krzysztof Rutkowski (detektyw),4,Koło Poselskie Stronnictwa Gospodarczego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo łódzkie 9,9-4,,Q3359361,,,Krzysztof Rutkowski,Krzysztof Rutkowski,male,1960-01-01,Krzysztof,,63772804,/m/0bwck8,no2006110848,23801,0000 0001 1067 3370,,,,,,nm1157142,,,,,,,,,,js2014805073,n01098336,,,,,,,
józef-skutecki,Józef Skutecki,Józef Skutecki,4,Koło Poselskie Stronnictwa Gospodarczego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo wielkopolskie 36,36-4,,Q11731361,,,Józef Skutecki,,male,1953-06-08,Józef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adam-woś,Adam Woś,Adam Woś,4,Koło Poselskie Stronnictwa Gospodarczego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo podkarpackie 22,22-4,,Q9140520,,,Adam Woś,,male,,Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leszek-zieliński,Leszek Zieliński,Leszek Zieliński,4,Koło Poselskie Stronnictwa Gospodarczego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo małopolskie 12,12-4,,Q11755150,,,Leszek Zieliński,,male,,Leszek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lech-zielonka,Lech Zielonka,Lech Zielonka,4,Koło Poselskie Stronnictwa Gospodarczego,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo pomorskie 26,26-4,,Q11753557,,,Lech Zielonka,,male,1955-08-02,Lech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grzegorz-górniak,Grzegorz Górniak,Grzegorz Górniak,4,"Koło Poselskie ""Dom Ojczysty""",https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo dolnośląskie 2,2-4,,Q11702720,,,Grzegorz Górniak,,male,,Grzegorz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ewa-kantor,Ewa Kantor,Ewa Kantor,4,"Koło Poselskie ""Dom Ojczysty""",https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_IV_kadencji,Województwo podkarpackie 23,23-4,,Q9256696,,,Ewa Kantor,,female,,Ewa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
